ID	LEXIBANK_ID	SUBGROUP	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	COGID	TONE_CLASS	TONE_VALUE	RATLIFF_LANGUAGE	RATLIFF_TOKENS	RATLIFF_INDEX	RATLIFF_COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	STRICTID	LOOSEID	ALIGNMENT	STRUCTURE	CROSSIDS	AUTOCOGID	MORPHEMES	SPLITID	LUMPID	SALIENTID
3029	NorthernQiandong-834_washdishes-1	Hmongic	WASH	wash (dishes)	洗（碗）	NorthernQiandong	Qiandong, North	nort2747	s a ³⁵	1453	509	阴上	³⁵	NorthernQiandongMiao	s a ³	0	2488	3 7 8	AXT	SA2	7	7.S.C 7.A.V 7.2.T	1.6 3.0 1.0	sa³⁵	0	4239	1294	707	s - a ³⁵	i n t	4239	1319	WASH	4687	355	4239
3030	WesternBaheng-834_washdishes-1	Hmongic	WASH	wash (dishes)	洗（碗）	WesternBaheng	Baheng, West	pahn1237	n ei ³¹	1453	509	阴上	³¹	PaHng	ȵ e ³	0	2494	4 7 8	AXT	NE3	9	9.N.C 9.E.V 9.3.T	1.6 3.0 1.0	nei³¹	0	4240	1295	708	n ei ³¹	i n t	4240	1320	WASH	4688	355	4240
3031	EasternBaheng-834_washdishes-1	Hmongic	WASH	wash (dishes)	洗（碗）	EasternBaheng	Baheng, East	pahn1237	ⁿts e ³¹³	1453	509	阴上.*阴上	³¹³	PaHng	ȵ e ³	0	2494	2 7 8	AXT	CE6	2	2.C.C 2.E.V 2.6.T	1.6 3.0 1.0	ⁿtse³¹³	0	4239	1294	707	ⁿts - e ³¹³	i n t	4239	1319	WASH	4689	355	4239
3032	Jiongnai-834_washdishes-1	Hmongic	WASH	wash (dishes)	洗（碗）	Jiongnai	Jiongnai	jion1236	ⁿtʃ ei ⁵³	1453	509	阴上.*阴上.*阳上	⁵³	JiongnaiBunu	ⁿtʃ ei ³	0	2493	1 7 8	AXT	TE3	4	4.T.C 4.E.V 4.3.T	1.6 3.0 1.0	ⁿtʃei⁵³	0	4239	1294	707	ⁿtʃ - ei ⁵³	i n t	4239	1319	WASH	4690	355	4239
3033	Mien-834_washdishes-1	Mienic	WASH	wash (dishes)	洗（碗）	Mien	Mien	iumi1238	dz aːu ²⁴	1453	509	阴去	²⁴	luMien	d aːu ⁵	0	2495	2 7 8	AXT	CA2	6	6.C.C 6.A.V 6.2.T	1.6 3.0 1.0	dzaːu²⁴	0	4239	1294	707	dz - aːu ²⁴	i n t	4239	1319	WASH	4691	355	4239
3034	KimMun-834_washdishes-1	Mienic	WASH	wash (dishes)	洗（碗）	KimMun	Kim Mun	kimm1245	d aːu ⁵⁵	1453	509	阴上.阳上.阴入.阳入	⁵⁵	KimMun	d aːu ⁵¹	0	2496	1 7 8	AXT	TA5	5	5.T.C 5.A.V 5.5.T	1.6 3.0 1.0	daːu⁵⁵	0	4239	1294	707	d - aːu ⁵⁵	i n t	4239	1319	WASH	4692	355	4239
3035	BiaoMin-834_washdishes-1	Mienic	WASH	wash (dishes)	洗（碗）	BiaoMin	Biao Min	biao1254	dz a ³⁵	1453	509	阴上	³⁵	BiaoMon	dz a ³	0	2497	2 7 8	AXT	CA2	1	1.C.C 1.A.V 1.2.T	1.6 3.0 1.0	dza³⁵	1	4239	1294	707	dz - a ³⁵	i n t	4239	1319	WASH	4693	355	4239
3036	ZaoMin-834_washdishes-1	Mienic	WASH	wash (dishes)	洗（碗）	ZaoMin	Zao Min	dzao1238	d ɔ ²⁴	1453	509	阴上.*阳平	²⁴	DzaoMin	d ɔu ³	0	2498	1 7 8	AXT	TU2	13	13.T.C 13.U.V 13.2.T	1.6 3.0 1.0	dɔ²⁴	0	4239	1294	707	d - ɔ ²⁴	i n t	4239	1319	WASH	4694	355	4239
3037	EasternLuobuohe-31_water-1	Hmongic	WATER	water	水	EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + ʔ u ŋ ³¹	948	855	轻声 阴平.阳平.*阳平	⁰/⁵ ³¹	Luopohe	o ŋ ᴬ/¹	1	4146	1 7 8 9 1 7 4 8	AXT_AXLT	KU6_HYN3	3	3.K.C 3.U.V 3.6.T 3._._ 3.H.C 3.Y.V 3.N.c 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	qo⁰/⁵+ʔuŋ³¹	0	4254 4253	1296	709	q o ⁰/⁵ + ʔ u ŋ ³¹	i n t + i n c t	4254 507	1321	_water WATER	500	356	4253
3038	WesternLuobuohe-31_water-1	Hmongic	WATER	water	水	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + ʔ o ŋ ³¹	948	855	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	Luopohe	o ŋ ᴬ/¹	1	4146	1 7 8 9 1 7 4 8	AXT_AXLT	HE6_HUN3	10	10.H.C 10.E.V 10.6.T 10._._ 10.H.C 10.U.V 10.N.c 10.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	ʔə⁰/²+ʔoŋ³¹	0	4255 4253	1297	709	ʔ ə ⁰/² + ʔ o ŋ ³¹	i n t + i n c t	4255 507	1321	_water WATER	501	356	4253
3039	SouthernGuizhouChuanqiandian-31_water-1	Hmongic	WATER	water	水	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ʔ a ŋ ³²	948	855	阴平	³²	CentralMashanHmong	a ŋ ¹ᵃ/¹	0	4145	1 7 4 8	AXLT	HAN3	8	8.H.C 8.A.V 8.N.c 8.3.T	1.6 3.0 1.1 1.0	ʔaŋ³²	0	4253	1298	709	ʔ a ŋ ³²	i n c t	507	1321	WATER	502	356	4253
3040	WesternXiangxi-31_water-1	Hmongic	WATER	water	水	WesternXiangxi	Xiangxi, West	west2430	ʔ u ³⁵	948	855	阴平	³⁵	WesternXiangxiMiao	u ¹	0	4144	1 7 8	AXT	HY2	11	11.H.C 11.Y.V 11.2.T	1.6 3.0 1.0	ʔu³⁵	0	4253	1298	709	ʔ u - ³⁵	i n t	507	1321	WATER	503	356	4253
3041	NorthernQiandong-31_water-1	Hmongic	WATER	water	水	NorthernQiandong	Qiandong, North	nort2747	ʔ ə ³³	948	855	阴平.*阴平	³³	NorthernQiandongMiao	ə ¹	0	4143	1 7 8	AXT	HE4	7	7.H.C 7.E.V 7.4.T	1.6 3.0 1.0	ʔə³³	0	4253	1298	709	ʔ ə - ³³	i n t	507	1321	WATER	504	356	4253
3042	WesternBaheng-31_water-1	Hmongic	WATER	water	水	WesternBaheng	Baheng, West	pahn1237	ʔ a ŋ ³⁵	948	855	阴平	³⁵	PaHng	ʔ ɔ̃ ¹	0	4148	1 7 4 8	AXLT	HAN2	9	9.H.C 9.A.V 9.N.c 9.2.T	1.6 3.0 1.1 1.0	ʔaŋ³⁵	0	4253	1298	709	ʔ a ŋ ³⁵	i n c t	507	1321	WATER	505	356	4253
3043	EasternBaheng-31_water-1	Hmongic	WATER	water	水	EasternBaheng	Baheng, East	pahn1237	ʔ a ŋ ³⁵	948	855	阴平.*阴去.*阴入.*阳入	³⁵	PaHng	ʔ ɔ̃ ¹	0	4148	1 7 4 8	AXLT	HAN2	2	2.H.C 2.A.V 2.N.c 2.2.T	1.6 3.0 1.1 1.0	ʔaŋ³⁵	0	4253	1298	709	ʔ a ŋ ³⁵	i n c t	507	1321	WATER	506	356	4253
3044	Jiongnai-31_water-1	Hmongic	WATER	water	水	Jiongnai	Jiongnai	jion1236	ʔ ɒ ŋ ⁴⁴	948	855	阴平.*阴平	⁴⁴	JiongnaiBunu	w a ŋ ¹	0	4147	1 7 4 8	AXLT	HON5	4	4.H.C 4.O.V 4.N.c 4.5.T	1.6 3.0 1.1 1.0	ʔɒŋ⁴⁴	0	4253	1298	709	ʔ ɒ ŋ ⁴⁴	i n c t	507	1321	WATER	507	356	4253
3045	Mien-31_water-1	Mienic	WATER	water	水	Mien	Mien	iumi1238	ʔ uː m ³³	948	855	阴平	³³	luMien	w ə m ¹	0	4149	1 7 4 8	AXLT	HYM4	6	6.H.C 6.Y.V 6.M.c 6.4.T	1.6 3.0 1.1 1.0	ʔuːm³³	0	4253	1298	709	ʔ uː m ³³	i n c t	507	1321	WATER	508	356	4253
3046	KimMun-31_water-1	Mienic	WATER	water	水	KimMun	Kim Mun	kimm1245	ʔ uː m ³⁵	948	855	阴平.阳平.阴入.阳入	³⁵	KimMun	w ɔ m ¹	0	4150	1 7 4 8	AXLT	HYM2	5	5.H.C 5.Y.V 5.M.c 5.2.T	1.6 3.0 1.1 1.0	ʔuːm³⁵	0	4253	1298	709	ʔ uː m ³⁵	i n c t	507	1321	WATER	509	356	4253
3047	BiaoMin-31_water-1	Mienic	WATER	water	水	BiaoMin	Biao Min	biao1254	ʔ ə n ³³	948	855	阴平.*阴平	³³	BiaoMon	ə n ¹	0	4151	1 7 4 8	AXLT	HEN4	1	1.H.C 1.E.V 1.N.c 1.4.T	1.6 3.0 1.1 1.0	ʔən³³	0	4253	1298	709	ʔ ə n ³³	i n c t	507	1321	WATER	510	356	4253
3048	ZaoMin-31_water-1	Mienic	WATER	water	水	ZaoMin	Zao Min	dzao1238	m */ə m̩/m ²⁴	948	855	阴上.*阳平	²⁴	DzaoMin	m̩ */ə ³	0	4152	4 7 4 8	AXLT	MEM2	13	13.M.C 13.E.V 13.M.c 13.2.T	1.6 3.0 1.1 1.0	m*/əm̩/m²⁴	0	4256	1299	710	m */ə m̩/m ²⁴	i n c t	4256	1324	WATER	511	356	4256
3049	EasternLuobuohe-131_buffalo-1	Hmongic	WATER BUFFALO	buffalo	水牛	EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + ȵ i ³¹	2516	686	轻声 阴平.阳平.*阳平	⁰/⁵ ³¹	Luopohe	ȵ e n ᴬ/¹	1	3283	1 7 8 9 4 7 8	AXT_AXT	KU6_NI3	3	3.K.C 3.U.V 3.6.T 3._._ 3.N.C 3.I.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo⁰/⁵+ȵi³¹	0	4271 4269	1300	711	q o ⁰/⁵ + ȵ - i - ³¹	i n t + i n t	4271 2029	1325	_water WATER	1160	357	4269
3050	WesternLuobuohe-131_buffalo-1	Hmongic	WATER BUFFALO	buffalo	水牛	WesternLuobuohe	Luobuohe, Western	luop1235	t ə ⁰/² + ȵ i n ³¹	2516	686	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	Luopohe	ȵ e n ᴬ/¹	1	3283	1 7 8 9 4 7 4 8	AXT_AXLT	TE6_NIN3	10	10.T.C 10.E.V 10.6.T 10._._ 10.N.C 10.I.V 10.N.c 10.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tə⁰/²+ȵin³¹	0	4274 4269	1301	711	t ə ⁰/² + ȵ - i n ³¹	i n t + i n c t	4274 2029	1325	_water WATER	1161	357	4269
3051	SouthernGuizhouChuanqiandian-131_buffalo-1	Hmongic	WATER BUFFALO	buffalo	水牛	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	t ɯ ²¹	2516	686	阳入.*阳平	²¹	CentralMashanHmong	ŋ o ŋ ²	0	3282	1 7 8	AXT	TI3	8	8.T.C 8.I.V 8.3.T	1.6 3.0 1.0	tɯ²¹	0	4274	1302	711	t ɯ ²¹	i n t	4274	1326	WATER	1162	357	4274
3052	WesternXiangxi-131_buffalo-1	Hmongic	WATER BUFFALO	buffalo	水牛	WesternXiangxi	Xiangxi, West	west2430	t ɑ ³⁵ + ȵ e ³¹	2516	686	阴平 阳平.*阳平	³⁵ ³¹	WesternXiangxiMiao	ȵ e ²	1	3280	1 7 8 9 4 7 8	AXT_AXT	TA2_NE3	11	11.T.C 11.A.V 11.2.T 11._._ 11.N.C 11.E.V 11.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tɑ³⁵+ȵe³¹	0	4274 4269	1301	711	t ɑ ³⁵ + ȵ - e - ³¹	i n t + i n t	4274 2029	1325	_water WATER	1163	357	4269
3053	NorthernQiandong-131_buffalo-1	Hmongic	WATER BUFFALO	buffalo	水牛	NorthernQiandong	Qiandong, North	nort2747	nʲ i n ⁵⁵	2516	686	0	⁵⁵	NorthernQiandongMiao	ȵ e n ²	0	3279	4 7 4 8	AXLT	NIN5	7	7.N.C 7.I.V 7.N.c 7.5.T	1.6 3.0 1.1 1.0	nʲin⁵⁵	0	4269	1303	711	nʲ - i n ⁵⁵	i n c t	2029	1325	WATER	1164	357	4269
3054	WesternBaheng-131_buffalo-1	Hmongic	WATER BUFFALO	buffalo	水牛	WesternBaheng	Baheng, West	pahn1237	ŋ̍ */ə ŋ ³³ + ʔ a ŋ ³⁵	2516	686	阳平 阴平	³³ ³⁵	PaHng	ŋ */ə */ŋ ²	0	3285	4 7 4 8 9 1 7 4 8	AXLT_AXLT	NEN4_HAN2	9	9.N.C 9.E.V 9.N.c 9.4.T 9._._ 9.H.C 9.A.V 9.N.c 9.2.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	ŋ̍*/əŋ³³+ʔaŋ³⁵	0	4269 4270	1304	711	ŋ̍ - */ə ŋ ³³ + ʔ a ŋ ³⁵	i n c t + i n c t	2029 4145	1325	WATER _water	1165	357	4269
3055	EasternBaheng-131_buffalo-1	Hmongic	WATER BUFFALO	buffalo	水牛	EasternBaheng	Baheng, East	pahn1237	ŋ̍ */ə ŋ ³³ + ʔ a ŋ ³⁵	2516	686	阳平.*阳平 阴平.*阴去.*阴入.*阳入	³³ ³⁵	PaHng	ŋ */ə */ŋ ²	0	3285	4 7 4 8 9 1 7 4 8	AXLT_AXLT	NEN4_HAN2	2	2.N.C 2.E.V 2.N.c 2.4.T 2._._ 2.H.C 2.A.V 2.N.c 2.2.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	ŋ̍*/əŋ³³+ʔaŋ³⁵	0	4269 4270	1304	711	ŋ̍ - */ə ŋ ³³ + ʔ a ŋ ³⁵	i n c t + i n c t	2029 4145	1325	WATER _water	1166	357	4269
3056	Jiongnai-131_buffalo-1	Hmongic	WATER BUFFALO	buffalo	水牛	Jiongnai	Jiongnai	jion1236	ŋ j o ³³ + w i ³⁵	2516	686	阳平 阴去.*阴去.*阳去	³³ ³⁵	JiongnaiBunu	ȵ ɔ ²	0	3284	4 6 7 8 9 6 7 8	ACXT_AXT	NJU4_WI2	4	4.N.C 4.J.C 4.U.V 4.4.T 4._._ 4.W.C 4.I.V 4.2.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	ŋjo³³+wi³⁵	0	4269 4272	1305	711	ŋ j o - ³³ + w i ³⁵	i m n t + i n t	2029 4272	1325	WATER _water	1167	357	4269
3057	Mien-131_buffalo-1	Mienic	WATER BUFFALO	buffalo	水牛	Mien	Mien	iumi1238	s ui ⁵³ + ŋ u ŋ ³¹	2516	686	阴上 阳平	⁵³ ³¹	luMien	ŋ o ŋ ²	1	3286	3 7 8 9 4 7 4 8	AXT_AXLT	SY3_NYN3	6	6.S.C 6.Y.V 6.3.T 6._._ 6.N.C 6.Y.V 6.N.c 6.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	sui⁵³+ŋuŋ³¹	0	4268 4269	1306	711	s ui ⁵³ + ŋ - u ŋ ³¹	i n t + i n c t	4268 2029	1325	_water WATER	1168	357	4269
3058	KimMun-131_buffalo-1	Mienic	WATER BUFFALO	buffalo	水牛	KimMun	Kim Mun	kimm1245	ŋ oː ŋ ³³ + b u ³⁵	2516	686	阴平.阳平.*阴平 阴平.阳平.阴入.阳入	³³ ³⁵	KimMun	ŋ ɔː ŋ ²	0	3287	4 7 4 8 9 1 7 8	AXLT_AXT	NUN4_PY2	5	5.N.C 5.U.V 5.N.c 5.4.T 5._._ 5.P.C 5.Y.V 5.2.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ŋoːŋ³³+bu³⁵	0	4269 4273	1307	711	ŋ - oː ŋ ³³ + b u ³⁵	i n c t + i n t	2029 4273	1325	WATER _water	1169	357	4269
3059	BiaoMin-131_buffalo-1	Mienic	WATER BUFFALO	buffalo	水牛	BiaoMin	Biao Min	biao1254	s ui ³⁵ + ȵ u ŋ ³¹	2516	686	阴上 阳平.*阳平	³⁵ ³¹	BiaoMon	ȵ u ŋ ²	1	3288	3 7 8 9 4 7 4 8	AXT_AXLT	SY2_NYN3	1	1.S.C 1.Y.V 1.2.T 1._._ 1.N.C 1.Y.V 1.N.c 1.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	sui³⁵+ȵuŋ³¹	0	4268 4269	1306	711	s ui ³⁵ + ȵ - u ŋ ³¹	i n t + i n c t	4268 2029	1325	_water WATER	1170	357	4269
3060	ZaoMin-131_buffalo-1	Mienic	WATER BUFFALO	buffalo	水牛	ZaoMin	Zao Min	dzao1238	t a m ⁵³ + b j a ²⁴	2516	686	阳平.*阴去.*阳去 阴上.*阳平	⁵³ ²⁴	DzaoMin	ŋ */ə */ŋ ²	0	3289	1 7 4 8 9 1 6 7 8	AXLT_ACXT	TAM3_PJA2	13	13.T.C 13.A.V 13.M.c 13.3.T 13._._ 13.P.C 13.J.C 13.A.V 13.2.T	1.6 3.0 1.1 1.0 0.0 1.6 1.2 3.0 1.0	tam⁵³+bja²⁴	0	4275 4276	1308	712	t a m ⁵³ + b j a ²⁴	i n c t + i m n t	4275 4276	1332	WATER _water	1171	357	4275
3061	WhiteHmong-142_we-1	Hmongic	WE	we		WhiteHmong	White Hmong	hmon1333	p e ⁵⁵	1212	5	阴平	⁵⁵	HmongDaw	p e ¹	0	46	1 7 8	AXT	PE5	12	12.P.C 12.E.V 12.5.T	1.6 3.0 1.0	pe⁵⁵	1	4293	1309	713	p e ⁵⁵	i n t	4293	1334	WE	26	358	4293
3062	EasternLuobuohe-514_we-1	Hmongic	WE	we	我们	EasternLuobuohe	Luobuohe, Eastern	luop1235	p u ³¹ + tʰ ɑ ŋ ⁵⁵	1212	5	阴平.阳平.*阳平 阴上.阳上.*阴上.*阳上	³¹ ⁵⁵	Luopohe	p ei ᴬ/¹	0	48	1 7 8 9 1 7 4 8	AXT_AXLT	PY3_TAN5	3	3.P.C 3.Y.V 3.3.T 3._._ 3.T.C 3.A.V 3.N.c 3.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	pu³¹+tʰɑŋ⁵⁵	0	4293 4292	1310	713	p u ³¹ + tʰ ɑ ŋ ⁵⁵	i n t + i n c t	4293 4292	1334	WE _we	2786	358	4293
3063	WesternLuobuohe-514_we-1	Hmongic	WE	we	我们	WesternLuobuohe	Luobuohe, Western	luop1235	k ɑ ŋ ⁵⁵ + n ɑ ⁵⁵	1212	5	阴上.阳上.*阴平.*阴上.*阳上 阴上.阳上.*阴平.*阴上.*阳上	⁵⁵ ⁵⁵	Luopohe	p ei ᴬ/¹	1	48	1 7 4 8 9 4 7 8	AXLT_AXT	KAN5_NA5	10	10.K.C 10.A.V 10.N.c 10.5.T 10._._ 10.N.C 10.A.V 10.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	kɑŋ⁵⁵+nɑ⁵⁵	0	4292 4294	1311	713	k ɑ ŋ ⁵⁵ + n ɑ ⁵⁵	i n c t + i n t	4292 4294	1335	WE _we	2787	358	4294
3064	SouthernGuizhouChuanqiandian-514_we-1	Hmongic	WE	we	我们	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p æ ³²	1212	5	阴平	³²	CentralMashanHmong	p æ ¹ᵃ/¹	0	47	1 7 8	AXT	PE3	8	8.P.C 8.E.V 8.3.T	1.6 3.0 1.0	pæ³²	1	4293	1309	713	p æ ³²	i n t	4293	1334	WE	2788	358	4293
3065	WesternXiangxi-514_we-1	Hmongic	WE	we	我们	WesternXiangxi	Xiangxi, West	west2430	p ɯ ³⁵	1212	5	阴平	³⁵	WesternXiangxiMiao	p ɯ ¹	0	45	1 7 8	AXT	PI2	11	11.P.C 11.I.V 11.2.T	1.6 3.0 1.0	pɯ³⁵	0	4293	1309	713	p ɯ ³⁵	i n t	4293	1334	WE	2789	358	4293
3066	NorthernQiandong-514_we-1	Hmongic	WE	we	我们	NorthernQiandong	Qiandong, North	nort2747	p i ³³	1212	5	阴平.*阴平	³³	NorthernQiandongMiao	p i ¹	0	44	1 7 8	AXT	PI4	7	7.P.C 7.I.V 7.4.T	1.6 3.0 1.0	pi³³	1	4293	1309	713	p i ³³	i n t	4293	1334	WE	2790	358	4293
3067	WesternBaheng-514_we-1	Hmongic	WE	we	我们	WesternBaheng	Baheng, West	pahn1237	p u ⁵⁵	1212	5	阴去	⁵⁵	PaHng	p ɯ ⁵	0	50	1 7 8	AXT	PY5	9	9.P.C 9.Y.V 9.5.T	1.6 3.0 1.0	pu⁵⁵	0	4293	1309	713	p u ⁵⁵	i n t	4293	1334	WE	2791	358	4293
3068	EasternBaheng-514_we-1	Hmongic	WE	we	我们	EasternBaheng	Baheng, East	pahn1237	w a ŋ ¹¹ + k e ŋ ³³	1212	5	阳上 阳平.*阳平	¹¹ ³³	PaHng	p ɯ ⁵	0	50	6 7 4 8 9 1 7 4 8	AXLT_AXLT	WAN1_KEN4	2	2.W.C 2.A.V 2.N.c 2.1.T 2._._ 2.K.C 2.E.V 2.N.c 2.4.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	waŋ¹¹+keŋ³³	0	4291 4292	1312	713	w a ŋ ¹¹ + k e ŋ ³³	i n c t + i n c t	4291 4292	1335	_we WE	2792	358	4291
3069	Jiongnai-514_we-1	Hmongic	WE	we	我们	Jiongnai	Jiongnai	jion1236	pʰ a ⁵⁵	1212	5	阴入	⁵⁵	JiongnaiBunu	p a ¹	0	49	1 7 8	AXT	PA5	4	4.P.C 4.A.V 4.5.T	1.6 3.0 1.0	pʰa⁵⁵	0	4293	1309	713	pʰ a ⁵⁵	i n t	4293	1334	WE	2793	358	4293
3070	KimMun-514_we-1	Mienic	WE	we	我们	KimMun	Kim Mun	kimm1245	ˀp u ³⁵	1212	5	阴平.阳平.阴入.阳入	³⁵	KimMun	p u ¹	0	51	1 7 8	AXT	PY2	5	5.P.C 5.Y.V 5.2.T	1.6 3.0 1.0	ˀpu³⁵	0	4293	1309	713	ˀp u ³⁵	i n t	4293	1334	WE	2796	358	4293
3071	ZaoMin-514_we-1	Mienic	WE	we	我们	ZaoMin	Zao Min	dzao1238	b u ⁴⁴	1212	5	阴平.阳上.阴入.*阴平	⁴⁴	DzaoMin	b u ¹	0	52	1 7 8	AXT	PY5	13	13.P.C 13.Y.V 13.5.T	1.6 3.0 1.0	bu⁴⁴	0	4293	1309	713	b u ⁴⁴	i n t	4293	1334	WE	2798	358	4293
3072	SouthernGuizhouChuanqiandian-661_wearagarment-1	Hmongic	WEAR	wear (a garment)	穿（衣）	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	n a ²³²	976	291	阴上	²³²	CentralMashanHmong	n a ³ᵇ/³	0	1516	4 7 8	AXT	NA6	8	8.N.C 8.A.V 8.6.T	1.6 3.0 1.0	na²³²	0	4306	1313	714	n a - ²³²	i n t	4306	1338	WEAR	3754	359	4306
3073	WesternXiangxi-661_wearagarment-1	Hmongic	WEAR	wear (a garment)	穿（衣）	WesternXiangxi	Xiangxi, West	west2430	n̥ e n ⁴⁴	976	291	阴上.阴入.*阴平	⁴⁴	WesternXiangxiMiao	n̥ʰ ei ³	0	1514	4 7 4 8	AXLT	NEN5	11	11.N.C 11.E.V 11.N.c 11.5.T	1.6 3.0 1.1 1.0	n̥en⁴⁴	0	4306	1313	714	n̥ e n ⁴⁴	i n c t	4306	1338	WEAR	3755	359	4306
3074	NorthernQiandong-661_wearagarment-1	Hmongic	WEAR	wear (a garment)	穿（衣）	NorthernQiandong	Qiandong, North	nort2747	n a ŋ ¹¹	976	291	阳上	¹¹	NorthernQiandongMiao	n a ŋ ⁴	0	1513	4 7 4 8	AXLT	NAN1	7	7.N.C 7.A.V 7.N.c 7.1.T	1.6 3.0 1.1 1.0	naŋ¹¹	1	4306	1313	714	n a ŋ ¹¹	i n c t	4306	1338	WEAR	3756	359	4306
3075	WesternBaheng-661_wearagarment-1	Hmongic	WEAR	wear (a garment)	穿（衣）	WesternBaheng	Baheng, West	pahn1237	n̥ e ŋ ³¹	976	291	阴上	³¹	PaHng	n ẽ ³	0	1518	4 7 4 8	AXLT	NEN3	9	9.N.C 9.E.V 9.N.c 9.3.T	1.6 3.0 1.1 1.0	n̥eŋ³¹	0	4306	1313	714	n̥ e ŋ ³¹	i n c t	4306	1338	WEAR	3757	359	4306
3076	EasternBaheng-661_wearagarment-1	Hmongic	WEAR	wear (a garment)	穿（衣）	EasternBaheng	Baheng, East	pahn1237	n̥ e ŋ ³¹³	976	291	阴上.*阴上	³¹³	PaHng	n ẽ ³	0	1518	4 7 4 8	AXLT	NEN6	2	2.N.C 2.E.V 2.N.c 2.6.T	1.6 3.0 1.1 1.0	n̥eŋ³¹³	0	4306	1313	714	n̥ e ŋ ³¹³	i n c t	4306	1338	WEAR	3758	359	4306
3077	Jiongnai-661_wearagarment-1	Hmongic	WEAR	wear (a garment)	穿（衣）	Jiongnai	Jiongnai	jion1236	n e n ³¹	976	291	阳上.*阳平	³¹	JiongnaiBunu	n e n ⁴	0	1517	4 7 4 8	AXLT	NEN3	4	4.N.C 4.E.V 4.N.c 4.3.T	1.6 3.0 1.1 1.0	nen³¹	1	4306	1313	714	n e n ³¹	i n c t	4306	1338	WEAR	3759	359	4306
3078	ZaoMin-661_wearagarment-1	Mienic	WEAR	wear (a garment)	穿（衣）	ZaoMin	Zao Min	dzao1238	n o ŋ ²⁴	976	291	阴上.*阳平	²⁴	DzaoMin	n ɔ ŋ ³	0	1519	4 7 4 8	AXLT	NUN2	13	13.N.C 13.U.V 13.N.c 13.2.T	1.6 3.0 1.1 1.0	noŋ²⁴	0	4306	1313	714	n o ŋ ²⁴	i n c t	4306	1338	WEAR	3763	359	4306
3079	EasternLuobuohe-669_wearahat-1	Hmongic	WEAR (ON HEAD)	wear (a hat)	戴（帽）	EasternLuobuohe	Luobuohe, Eastern	luop1235	ⁿt u ŋ ²⁴	3428	256	阴去.阳去.*阴去.*阳去	²⁴	Luopohe	ˀt o ŋ ᶜ/³	0	1353	1 7 4 8	AXLT	TYN2	3	3.T.C 3.Y.V 3.N.c 3.2.T	1.6 3.0 1.1 1.0	ⁿtuŋ²⁴	0	4314	1314	715	ⁿt u ŋ ²⁴	i n c t	4314	1339	WEAR	3811	360	4314
3080	WesternLuobuohe-669_wearahat-1	Hmongic	WEAR (ON HEAD)	wear (a hat)	戴（帽）	WesternLuobuohe	Luobuohe, Western	luop1235	ⁿt o ŋ ³⁵	3428	256	阴去.阳去.*阴去.*阳去	³⁵	Luopohe	ˀt o ŋ ᶜ/³	0	1353	1 7 4 8	AXLT	TUN2	10	10.T.C 10.U.V 10.N.c 10.2.T	1.6 3.0 1.1 1.0	ⁿtoŋ³⁵	1	4314	1314	715	ⁿt o ŋ ³⁵	i n c t	4314	1339	WEAR	3812	360	4314
