ID	LEXIBANK_ID	SUBGROUP	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	COGID	TONE_CLASS	TONE_VALUE	RATLIFF_LANGUAGE	RATLIFF_TOKENS	RATLIFF_INDEX	RATLIFF_COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	STRICTID	LOOSEID	ALIGNMENT	STRUCTURE	CROSSIDS	AUTOCOGID	MORPHEMES	SPLITID	LUMPID
4321	KimMun-762_whetaknife-1	Mienic	SHARPEN (SOMETHING)	whet (a knife)	磨（刀）	KimMun	Kim Mun	kimm1245	g j oːu ³¹	251	352	阴上.阳上.阴去.阳去.*阳平	³¹	KimMun	g j ɔu ⁵¹	0	1764	1 6 7 8	ACXT	KJU3	5	5.K.C 5.J.C 5.U.V 5.3.T	1.6 1.2 3.0 1.0	gjoːu³¹	0	4992	1911	1073	g j oːu ³¹	i m n t	4992	1965	SHARPEN	4321	275
4322	BiaoMin-762_whetaknife-1	Mienic	SHARPEN (SOMETHING)	whet (a knife)	磨（刀）	BiaoMin	Biao Min	biao1254	m j a ⁴²	251	352	阳上.阳去	⁴²	BiaoMon	ɖ au ⁵	0	1765	4 6 7 8	ACXT	MJA3	1	1.M.C 1.J.C 1.A.V 1.3.T	1.6 1.2 3.0 1.0	mja⁴²	1	4989	1912	1070	m j a ⁴²	i m n t	4989	1964	SHARPEN	4322	275
4323	ZaoMin-762_whetaknife-1	Mienic	SHARPEN (SOMETHING)	whet (a knife)	磨（刀）	ZaoMin	Zao Min	dzao1238	ʑ u ⁴²	251	352	阴去.*阴上.*阳上	⁴²	DzaoMin	dz i/j u ⁵	0	1766	3 7 8	AXT	SY3	13	13.S.C 13.Y.V 13.3.T	1.6 3.0 1.0	ʑu⁴²	0	4995	1913	1076	ʑ u ⁴²	i n t	4995	1968	SHARPEN	4323	275
156	WhiteHmong-655_thescissorsorshears-1	Hmongic	SHEARS	the scissors or shears		WhiteHmong	White Hmong	hmon1333	ts i/j a ⁵⁵	356	0	阴平	⁵⁵	HmongDaw				2 6 7 8	ACXT	CJA5	12	12.C.C 12.J.C 12.A.V 12.5.T	1.6 1.2 3.0 1.0	tsi/ja⁵⁵	0	5008	1914	1080	ts i/j a ⁵⁵	i m n t	5008	1975	SHEARS	156	276
2466	EasternLuobuohe-398_scissors-1	Hmongic	SHEARS	scissors	剪刀	EasternLuobuohe	Luobuohe, Eastern	luop1235	ʔ a ⁰/² + ts e n ⁵⁵	356	0	轻声 阴上.阳上.*阴上.*阳上	⁰/² ⁵⁵	Luopohe				1 7 8 9 2 7 4 8	AXT_AXLT	HA6_CEN5	3	3.H.C 3.A.V 3.6.T 3._._ 3.C.C 3.E.V 3.N.c 3.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	ʔa⁰/²+tsen⁵⁵	0	5003 5004	1915	1078	ʔ - a ⁰/² + ts e n ⁵⁵	i n t + i n c t	22 5004	1970	_shears SHEARS	2466	276
2467	WesternLuobuohe-398_scissors-1	Hmongic	SHEARS	scissors	剪刀	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + ts e n ³¹	356	0	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	Luopohe				1 7 8 9 2 7 4 8	AXT_AXLT	HE6_CEN3	10	10.H.C 10.E.V 10.6.T 10._._ 10.C.C 10.E.V 10.N.c 10.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	ʔə⁰/²+tsen³¹	0	5003 5004	1915	1078	ʔ - ə ⁰/² + ts e n ³¹	i n t + i n c t	22 5004	1970	_shears SHEARS	2467	276
2468	SouthernGuizhouChuanqiandian-398_scissors-1	Hmongic	SHEARS	scissors	剪刀	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	s æ n ⁵⁵	356	0	阴去.*阴平	⁵⁵	CentralMashanHmong				3 7 4 8	AXLT	SEN5	8	8.S.C 8.E.V 8.N.c 8.5.T	1.6 3.0 1.1 1.0	sæn⁵⁵	0	5004	1916	1078	s æ n ⁵⁵	i n c t	5004	1970	SHEARS	2468	276
2469	WesternXiangxi-398_scissors-1	Hmongic	SHEARS	scissors	剪刀	WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + ⁿtɕ i ³⁵	356	0	阴平 阴平	³⁵ ³⁵	WesternXiangxiMiao				1 7 8 9 2 7 8	AXT_AXT	KU2_CI2	11	11.K.C 11.U.V 11.2.T 11._._ 11.C.C 11.I.V 11.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo³⁵+ⁿtɕi³⁵	0	5007 5002	1917	1077	q o ³⁵ + ⁿtɕ i ³⁵	i n t + i n t	5007 5002	1969	_shears SHEARS	2469	276
2470	NorthernQiandong-398_scissors-1	Hmongic	SHEARS	scissors	剪刀	NorthernQiandong	Qiandong, North	nort2747	k e n ⁵³	356	0	阳平.*阴上.*阳上	⁵³	NorthernQiandongMiao				1 7 4 8	AXLT	KEN3	7	7.K.C 7.E.V 7.N.c 7.3.T	1.6 3.0 1.1 1.0	ken⁵³	0	5004	1916	1078	k e n ⁵³	i n c t	5004	1970	SHEARS	2470	276
2471	WesternBaheng-398_scissors-1	Hmongic	SHEARS	scissors	剪刀	WesternBaheng	Baheng, West	pahn1237	ŋ e ŋ ¹¹	356	0	阳上	¹¹	PaHng				4 7 4 8	AXLT	NEN1	9	9.N.C 9.E.V 9.N.c 9.1.T	1.6 3.0 1.1 1.0	ŋeŋ¹¹	0	5006	1918	1079	ŋ e ŋ ¹¹	i n c t	5006	1973	SHEARS	2471	276
2472	EasternBaheng-398_scissors-1	Hmongic	SHEARS	scissors	剪刀	EasternBaheng	Baheng, East	pahn1237	ⁿtɕ e ¹¹	356	0	阳上	¹¹	PaHng				2 7 8	AXT	CE1	2	2.C.C 2.E.V 2.1.T	1.6 3.0 1.0	ⁿtɕe¹¹	0	5002	1919	1077	ⁿtɕ e ¹¹	i n t	5002	1969	SHEARS	2472	276
2473	Jiongnai-398_scissors-1	Hmongic	SHEARS	scissors	剪刀	Jiongnai	Jiongnai	jion1236	tʃ ei ⁵⁵ + ⁿt ə n ⁵³	356	0	阴入 阴上.*阴上.*阳上	⁵⁵ ⁵³	JiongnaiBunu				1 7 8 9 1 7 4 8	AXT_AXLT	TE5_TEN3	4	4.T.C 4.E.V 4.5.T 4._._ 4.T.C 4.E.V 4.N.c 4.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tʃei⁵⁵+ⁿtən⁵³	0	5005 5004	1920	1078	tʃ ei ⁵⁵ + ⁿt ə n ⁵³	i n t + i n c t	5005 5004	1970	_shears SHEARS	2473	276
2474	Mien-398_scissors-1	Mienic	SHEARS	scissors	剪刀	Mien	Mien	iumi1238	tɕ əu ⁵³	356	744	阴上	⁵³	luMien	j eu ³	0	3571	2 7 8	AXT	CE3	6	6.C.C 6.E.V 6.3.T	1.6 3.0 1.0	tɕəu⁵³	0	5002	1919	1077	tɕ əu ⁵³	i n t	5002	1969	SHEARS	2474	276
2475	KimMun-398_scissors-1	Mienic	SHEARS	scissors	剪刀	KimMun	Kim Mun	kimm1245	tʃ eu ⁵¹	356	744	阴上.阳上.*阴上.*阳上	⁵¹	KimMun	ɖ iːu ³	0	3572	1 7 8	AXT	TE3	5	5.T.C 5.E.V 5.3.T	1.6 3.0 1.0	tʃeu⁵¹	0	5002	1919	1077	tʃ eu ⁵¹	i n t	5002	1969	SHEARS	2475	276
2476	BiaoMin-398_scissors-1	Mienic	SHEARS	scissors	剪刀	BiaoMin	Biao Min	biao1254	dʑ au ³⁵	356	744	阴上	³⁵	BiaoMon	g j au ³	0	3573	2 7 8	AXT	CA2	1	1.C.C 1.A.V 1.2.T	1.6 3.0 1.0	dʑau³⁵	0	5002	1919	1077	dʑ au ³⁵	i n t	5002	1969	SHEARS	2476	276
2477	ZaoMin-398_scissors-1	Mienic	SHEARS	scissors	剪刀	ZaoMin	Zao Min	dzao1238	g eu ²⁴	356	744	阴上.*阳平	²⁴	DzaoMin	g ɛu ³	0	3574	1 7 8	AXT	KE2	13	13.K.C 13.E.V 13.2.T	1.6 3.0 1.0	geu²⁴	0	5002	1919	1077	g eu ²⁴	i n t	5002	1969	SHEARS	2477	276
41	WhiteHmong-202_theshell-1	Hmongic	SHELL	the shell		WhiteHmong	White Hmong	hmon1333	kʰ au ⁵³ + kʰ au ²¹³	598	145	阳平 阳上	⁵³ ²¹³	HmongDaw	pʰ l au ¹	1	709	1 7 8 9 1 7 8	AXT_AXT	KA3_KA6	12	12.K.C 12.A.V 12.3.T 12._._ 12.K.C 12.A.V 12.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	kʰau⁵³+kʰau²¹³	0	5020 5026	1921	1081	kʰ - au ⁵³ + kʰ au ²¹³	i n t + i n t	5020 5026	1976	SHELL _shell	41	277
2016	EasternLuobuohe-280_shell-1	Hmongic	SHELL	shell	壳儿	EasternLuobuohe	Luobuohe, Eastern	luop1235	kʰ o ³¹ + kʰ o ³¹	598	145	阴平.阳平.*阳平 阴平.阳平.*阳平	³¹ ³¹	Luopohe	pʰ l au ᶜ/³	0	710	1 7 8 9 1 7 8	AXT_AXT	KU3_KU3	3	3.K.C 3.U.V 3.3.T 3._._ 3.K.C 3.U.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	kʰo³¹+kʰo³¹	0	5020 5022	1922	1081	kʰ - o ³¹ + kʰ o ³¹	i n t + i n t	5020 5022	1976	SHELL _shell	2016	277
2017	SouthernGuizhouChuanqiandian-280_shell-1	Hmongic	SHELL	shell	壳儿	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p l ei ⁵⁵	598	0	阴去.*阴平	⁵⁵	CentralMashanHmong				1 5 7 8	ACXT	PLE5	8	8.P.C 8.L.C 8.E.V 8.5.T	1.6 1.2 3.0 1.0	plei⁵⁵	0	5024	1923	1082	p l ei ⁵⁵	i m n t	5024	1980	SHELL	2017	277
2018	WesternXiangxi-280_shell-1	Hmongic	SHELL	shell	壳儿	WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + c ɔ ⁵³	598	0	阴平 *阴上.*阳上	³⁵ ⁵³	WesternXiangxiMiao				1 7 8 9 1 7 8	AXT_AXT	KU2_CU3	11	11.K.C 11.U.V 11.2.T 11._._ 11.C.C 11.U.V 11.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo³⁵+cɔ⁵³	0	5020 5021	1924	1081	q - o ³⁵ + c ɔ ⁵³	i n t + i n t	5020 5021	1976	SHELL _shell	2018	277
2019	NorthernQiandong-280_shell-1	Hmongic	SHELL	shell	壳儿	NorthernQiandong	Qiandong, North	nort2747	q a ³³ + qʰ u ³³	598	145	阴平.*阴平 阴平.*阴平	³³ ³³	NorthernQiandongMiao	l̥ʰ u ⁷/³	1	708	1 7 8 9 1 7 8	AXT_AXT	KA4_KY4	7	7.K.C 7.A.V 7.4.T 7._._ 7.K.C 7.Y.V 7.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qa³³+qʰu³³	0	5020 5023	1925	1081	q - a ³³ + qʰ u ³³	i n t + i n t	5020 5023	1976	SHELL _shell	2019	277
2020	WesternBaheng-280_shell-1	Hmongic	SHELL	shell	壳儿	WesternBaheng	Baheng, West	pahn1237	q a ⁰/³ + qʰ o ³⁵	598	0	轻声 阴平	⁰/³ ³⁵	PaHng				1 7 8 9 1 7 8	AXT_AXT	KA6_KU2	9	9.K.C 9.A.V 9.6.T 9._._ 9.K.C 9.U.V 9.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qa⁰/³+qʰo³⁵	0	5020 5025	1926	1081	q - a ⁰/³ + qʰ o ³⁵	i n t + i n t	5020 5025	1976	SHELL _shell	2020	277
2021	EasternBaheng-280_shell-1	Hmongic	SHELL	shell	壳儿	EasternBaheng	Baheng, East	pahn1237	qʰ au ³⁵ + q o ⁵⁵	598	0	阴平.*阴去.*阴入.*阳入 阴去.*阴平	³⁵ ⁵⁵	PaHng				1 7 8 9 1 7 8	AXT_AXT	KA2_KU5	2	2.K.C 2.A.V 2.2.T 2._._ 2.K.C 2.U.V 2.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qʰau³⁵+qo⁵⁵	0	5020 5021	1924	1081	qʰ - au ³⁵ + q o ⁵⁵	i n t + i n t	5020 5021	1976	SHELL _shell	2021	277
2022	Jiongnai-280_shell-1	Hmongic	SHELL	shell	壳儿	Jiongnai	Jiongnai	jion1236	kʰ j eu ⁵⁵	598	0	阴入	⁵⁵	JiongnaiBunu				1 6 7 8	ACXT	KJE5	4	4.K.C 4.J.C 4.E.V 4.5.T	1.6 1.2 3.0 1.0	kʰjeu⁵⁵	0	5020	1927	1081	kʰ j eu ⁵⁵	i m n t	5020	1976	SHELL	2022	277
2023	Mien-280_shell-1	Mienic	SHELL	shell	壳儿	Mien	Mien	iumi1238	k au ²⁴ + kʰ o ⁵⁵	598	0	阴去 阴入	²⁴ ⁵⁵	luMien				1 7 8 9 1 7 8	AXT_AXT	KA2_KU5	6	6.K.C 6.A.V 6.2.T 6._._ 6.K.C 6.U.V 6.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	kau²⁴+kʰo⁵⁵	0	5020 5021	1924	1081	k - au ²⁴ + kʰ o ⁵⁵	i n t + i n t	5020 5021	1976	SHELL _shell	2023	277
2024	BiaoMin-280_shell-1	Mienic	SHELL	shell	壳儿	BiaoMin	Biao Min	biao1254	g w ai ²⁴	598	0	阴去.*阴去.*阳去	²⁴	BiaoMon				1 6 7 8	ACXT	KWA2	1	1.K.C 1.W.C 1.A.V 1.2.T	1.6 1.2 3.0 1.0	gwai²⁴	0	5020	1927	1081	g w ai ²⁴	i m n t	5020	1976	SHELL	2024	277
2025	ZaoMin-280_shell-1	Mienic	SHELL	shell	壳儿	ZaoMin	Zao Min	dzao1238	f o ⁴⁴	598	145	阴平.阳上.阴入.*阴平	⁴⁴	DzaoMin	f ɔu ¹	0	711	3 7 8	AXT	BU5	13	13.B.C 13.U.V 13.5.T	1.6 3.0 1.0	fo⁴⁴	0	5027	1928	1083	f o ⁴⁴	i n t	5027	1983	SHELL	2025	277
120	WhiteHmong-502_theshoe-1	Hmongic	SHOE	the shoe		WhiteHmong	White Hmong	hmon1333	kʰ au ³³	1381	704	阴去	³³	HmongDaw	kʰ au ⁵	0	3383	1 7 8	AXT	KA4	12	12.K.C 12.A.V 12.4.T	1.6 3.0 1.0	kʰau³³	0	5042	1929	1084	kʰ au ³³	i n t	5042	1985	SHOE	120	278
2109	EasternLuobuohe-304_shoe-1	Hmongic	SHOE	shoe	鞋	EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + kʰ u ²⁴	1381	704	轻声 阴去.阳去.*阴去.*阳去	⁰/⁵ ²⁴	Luopohe	kʰ u ᶜ/³	1	3385	1 7 8 9 1 7 8	AXT_AXT	KU6_KY2	3	3.K.C 3.U.V 3.6.T 3._._ 3.K.C 3.Y.V 3.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo⁰/⁵+kʰu²⁴	0	5041 5042	1930	1084	q o ⁰/⁵ + kʰ u ²⁴	i n t + i n t	5041 5042	1985	_shoe SHOE	2109	278
2110	WesternLuobuohe-304_shoe-1	Hmongic	SHOE	shoe	鞋	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + kʰ u ³⁵	1381	704	轻声 阴去.阳去.*阴去.*阳去	⁰/² ³⁵	Luopohe	kʰ u ᶜ/³	1	3385	1 7 8 9 1 7 8	AXT_AXT	HE6_KY2	10	10.H.C 10.E.V 10.6.T 10._._ 10.K.C 10.Y.V 10.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔə⁰/²+kʰu³⁵	0	5039 5042	1931	1084	ʔ ə ⁰/² + kʰ u ³⁵	i n t + i n t	5683 5042	1984	SHOE _shoe	2110	278
2111	SouthernGuizhouChuanqiandian-304_shoe-1	Hmongic	SHOE	shoe	鞋	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	k ɔ ³⁵	1381	704	阴去	³⁵	CentralMashanHmong	k ɔ ⁵ᵇ/⁵	0	3384	1 7 8	AXT	KU2	8	8.K.C 8.U.V 8.2.T	1.6 3.0 1.0	kɔ³⁵	0	5042	1929	1084	k ɔ ³⁵	i n t	5042	1985	SHOE	2111	278
2112	WesternXiangxi-304_shoe-1	Hmongic	SHOE	shoe	鞋	WesternXiangxi	Xiangxi, West	west2430	ɕ ɔ ⁵³	1381	704	*阴上.*阳上	⁵³	WesternXiangxiMiao	ɕ ɔ ⁵	0	3382	3 7 8	AXT	SU3	11	11.S.C 11.U.V 11.3.T	1.6 3.0 1.0	ɕɔ⁵³	0	5045	1932	1087	ɕ ɔ ⁵³	i n t	5045	1990	SHOE	2112	278
2113	NorthernQiandong-304_shoe-1	Hmongic	SHOE	shoe	鞋	NorthernQiandong	Qiandong, North	nort2747	h a ³³	1381	0	阴平.*阴平	³³	NorthernQiandongMiao				3 7 8	AXT	HA4	7	7.H.C 7.A.V 7.4.T	1.6 3.0 1.0	ha³³	0	5039	1933	1084	h a ³³	i n t	5683	1984	SHOE	2113	278
2114	WesternBaheng-304_shoe-1	Hmongic	SHOE	shoe	鞋	WesternBaheng	Baheng, West	pahn1237	h e ³⁵	1381	704	阴平	³⁵	PaHng	ⁿk ʉ ⁵	0	3387	3 7 8	AXT	HE2	9	9.H.C 9.E.V 9.2.T	1.6 3.0 1.0	he³⁵	0	5039	1933	1084	h e ³⁵	i n t	5683	1984	SHOE	2114	278
2115	EasternBaheng-304_shoe-1	Hmongic	SHOE	shoe	鞋	EasternBaheng	Baheng, East	pahn1237	l a ⁰/³ + h ai ³⁵	1381	704	轻声 阴平.*阴去.*阴入.*阳入	⁰/³ ³⁵	PaHng	ⁿk ʉ ⁵	0	3387	5 7 8 9 3 7 8	AXT_AXT	LA6_HA2	2	2.L.C 2.A.V 2.6.T 2._._ 2.H.C 2.A.V 2.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	la⁰/³+hai³⁵	0	5040 5039	1934	1084	l a ⁰/³ + h ai ³⁵	i n t + i n t	5040 5683	1984	_shoe SHOE	2115	278
2116	Jiongnai-304_shoe-1	Hmongic	SHOE	shoe	鞋	Jiongnai	Jiongnai	jion1236	ç o ⁴⁴	1381	704	阴平.*阴平	⁴⁴	JiongnaiBunu	ʃ u ⁵	0	3386	3 7 8	AXT	SU5	4	4.S.C 4.U.V 4.5.T	1.6 3.0 1.0	ço⁴⁴	0	5043	1935	1085	ç o ⁴⁴	i n t	5043	1988	SHOE	2116	278
2117	Mien-304_shoe-1	Mienic	SHOE	shoe	鞋	Mien	Mien	iumi1238	h e ³¹	1381	0	阳平	³¹	luMien				3 7 8	AXT	HE3	6	6.H.C 6.E.V 6.3.T	1.6 3.0 1.0	he³¹	0	5039	1933	1084	h e ³¹	i n t	5683	1984	SHOE	2117	278
2118	KimMun-304_shoe-1	Mienic	SHOE	shoe	鞋	KimMun	Kim Mun	kimm1245	t u ¹¹	1381	0	阴平.阳平.阴入.阳入	¹¹	KimMun				1 7 8	AXT	TY1	5	5.T.C 5.Y.V 5.1.T	1.6 3.0 1.0	tu¹¹	0	5044	1936	1086	t u ¹¹	i n t	5044	1989	SHOE	2118	278
2119	BiaoMin-304_shoe-1	Mienic	SHOE	shoe	鞋	BiaoMin	Biao Min	biao1254	x ɛ ³¹	1381	0	阳平.*阳平	³¹	BiaoMon				3 7 8	AXT	GE3	1	1.G.C 1.E.V 1.3.T	1.6 3.0 1.0	xɛ³¹	0	5039	1933	1084	x ɛ ³¹	i n t	5683	1984	SHOE	2119	278
2120	ZaoMin-304_shoe-1	Mienic	SHOE	shoe	鞋	ZaoMin	Zao Min	dzao1238	h ai ⁵³	1381	0	阳平.*阴去.*阳去	⁵³	DzaoMin				3 7 8	AXT	HA3	13	13.H.C 13.A.V 13.3.T	1.6 3.0 1.0	hai⁵³	0	5039	1933	1084	h ai ⁵³	i n t	5683	1984	SHOE	2120	278
286	WhiteHmong-1261_toshoot-1	Hmongic	SHOOT	to shoot		WhiteHmong	White Hmong	hmon1333	t u/w a ³³	1172	3	阴去	³³	HmongDaw	p ɔ ³	0	26	1 6 7 8	ACXT	TWA4	12	12.T.C 12.W.C 12.A.V 12.4.T	1.6 1.2 3.0 1.0	tu/wa³³	1	5056	1937	1088	t u/w a ³³	i m n t	5056	1992	SHOOT	286	279
4552	EasternLuobuohe-796_shootanarrow-1	Hmongic	SHOOT	shoot (an arrow)	射	EasternLuobuohe	Luobuohe, Eastern	luop1235	p u ŋ ⁵⁵	1172	3	阴上.阳上.*阴上.*阳上	⁵⁵	Luopohe	p o ŋ ᴮ/²	0	28	1 7 4 8	AXLT	PYN5	3	3.P.C 3.Y.V 3.N.c 3.5.T	1.6 3.0 1.1 1.0	puŋ⁵⁵	0	5057	1938	1089	p u ŋ ⁵⁵	i n c t	5057	1991	SHOOT	4552	279
4553	WesternLuobuohe-796_shootanarrow-1	Hmongic	SHOOT	shoot (an arrow)	射	WesternLuobuohe	Luobuohe, Western	luop1235	ⁿʈ u ³¹	1172	3	阴平.阳平.阴入.阳入.*阳平	³¹	Luopohe	p o ŋ ᴮ/²	0	28	1 7 8	AXT	TY3	10	10.T.C 10.Y.V 10.3.T	1.6 3.0 1.0	ⁿʈu³¹	0	5058	1939	1090	ⁿʈ u ³¹	i n t	5058	1993	SHOOT	4553	279
4554	SouthernGuizhouChuanqiandian-796_shootanarrow-1	Hmongic	SHOOT	shoot (an arrow)	射	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p o ŋ ⁴²	1172	3	阴上.*阴上.*阳上	⁴²	CentralMashanHmong	p o ŋ ³ᵃ/³	0	27	1 7 4 8	AXLT	PUN3	8	8.P.C 8.U.V 8.N.c 8.3.T	1.6 3.0 1.1 1.0	poŋ⁴²	1	5057	1938	1089	p o ŋ ⁴²	i n c t	5057	1991	SHOOT	4554	279
4555	WesternXiangxi-796_shootanarrow-1	Hmongic	SHOOT	shoot (an arrow)	射	WesternXiangxi	Xiangxi, West	west2430	p ɑ ŋ ⁴⁴	1172	3	阴上.阴入.*阴平	⁴⁴	WesternXiangxiMiao	p ɑ ŋ ³	0	25	1 7 4 8	AXLT	PAN5	11	11.P.C 11.A.V 11.N.c 11.5.T	1.6 3.0 1.1 1.0	pɑŋ⁴⁴	0	5057	1938	1089	p ɑ ŋ ⁴⁴	i n c t	5057	1991	SHOOT	4555	279
4556	NorthernQiandong-796_shootanarrow-1	Hmongic	SHOOT	shoot (an arrow)	射	NorthernQiandong	Qiandong, North	nort2747	p a ŋ ³⁵	1172	3	阴上	³⁵	NorthernQiandongMiao	p a ŋ ³	0	24	1 7 4 8	AXLT	PAN2	7	7.P.C 7.A.V 7.N.c 7.2.T	1.6 3.0 1.1 1.0	paŋ³⁵	0	5057	1938	1089	p a ŋ ³⁵	i n c t	5057	1991	SHOOT	4556	279
4557	WesternBaheng-796_shootanarrow-1	Hmongic	SHOOT	shoot (an arrow)	射	WesternBaheng	Baheng, West	pahn1237	p o ŋ ³¹	1172	3	阴上	³¹	PaHng	p ɔ̃ ³	0	30	1 7 4 8	AXLT	PUN3	9	9.P.C 9.U.V 9.N.c 9.3.T	1.6 3.0 1.1 1.0	poŋ³¹	0	5057	1938	1089	p o ŋ ³¹	i n c t	5057	1991	SHOOT	4557	279
4558	EasternBaheng-796_shootanarrow-1	Hmongic	SHOOT	shoot (an arrow)	射	EasternBaheng	Baheng, East	pahn1237	ⁿp o ⁵³	1172	3	阴入	⁵³	PaHng	p ɔ̃ ³	0	30	1 7 8	AXT	PU3	2	2.P.C 2.U.V 2.3.T	1.6 3.0 1.0	ⁿpo⁵³	0	5057	1938	1089	ⁿp o - ⁵³	i n t	5057	1991	SHOOT	4558	279
4559	Jiongnai-796_shootanarrow-1	Hmongic	SHOOT	shoot (an arrow)	射	Jiongnai	Jiongnai	jion1236	p u ŋ ⁵³	1172	3	阴上.*阴上.*阳上	⁵³	JiongnaiBunu	p o ŋ ³	0	29	1 7 4 8	AXLT	PYN3	4	4.P.C 4.Y.V 4.N.c 4.3.T	1.6 3.0 1.1 1.0	puŋ⁵³	0	5057	1938	1089	p u ŋ ⁵³	i n c t	5057	1991	SHOOT	4559	279
4560	Mien-796_shootanarrow-1	Mienic	SHOOT	shoot (an arrow)	射	Mien	Mien	iumi1238	p oː n ⁵³	1172	3	阴上	⁵³	luMien	p w a n ³	0	31	1 7 4 8	AXLT	PUN3	6	6.P.C 6.U.V 6.N.c 6.3.T	1.6 3.0 1.1 1.0	poːn⁵³	0	5057	1938	1089	p oː n ⁵³	i n c t	5057	1991	SHOOT	4560	279
4561	KimMun-796_shootanarrow-1	Mienic	SHOOT	shoot (an arrow)	射	KimMun	Kim Mun	kimm1245	f a n ⁵¹	1172	3	阴上.阳上.*阴上.*阳上	⁵¹	KimMun	f a n ³	0	32	3 7 4 8	AXLT	BAN3	5	5.B.C 5.A.V 5.N.c 5.3.T	1.6 3.0 1.1 1.0	fan⁵¹	0	5057	1938	1089	f a n ⁵¹	i n c t	5057	1991	SHOOT	4561	279
4562	BiaoMin-796_shootanarrow-1	Mienic	SHOOT	shoot (an arrow)	射	BiaoMin	Biao Min	biao1254	t ɛ ³⁵	1172	0	阴上	³⁵	BiaoMon				1 7 8	AXT	TE2	1	1.T.C 1.E.V 1.2.T	1.6 3.0 1.0	tɛ³⁵	0	5056	1937	1088	t - ɛ ³⁵	i n t	5056	1992	SHOOT	4562	279
4563	ZaoMin-796_shootanarrow-1	Mienic	SHOOT	shoot (an arrow)	射	ZaoMin	Zao Min	dzao1238	b u n ²⁴	1172	3	阴上.*阳平	²⁴	DzaoMin	b u n ³	0	33	1 7 4 8	AXLT	PYN2	13	13.P.C 13.Y.V 13.N.c 13.2.T	1.6 3.0 1.1 1.0	bun²⁴	0	5057	1938	1089	b u n ²⁴	i n c t	5057	1991	SHOOT	4563	279
209	WhiteHmong-889_short-1	Hmongic	SHORT	short		WhiteHmong	White Hmong	hmon1333	l u ³⁴	1645	371	阴上	³⁴	HmongDaw	l u ³	0	1865	5 7 8	AXT	LY2	12	12.L.C 12.Y.V 12.2.T	1.6 3.0 1.0	lu³⁴	0	5071	1940	1092	l u - ³⁴	i n t	5071	1994	SHORT	209	280
2942	EasternLuobuohe-532_short-1	Hmongic	SHORT	short	短	EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + ˀl a ŋ ⁵⁵	1645	371	轻声 阴上.阳上.*阴上.*阳上	⁰/² ⁵⁵	Luopohe	ʔ l a ŋ ᴮ/²	1	1867	1 7 8 9 5 7 4 8	AXT_AXLT	TE6_LAN5	3	3.T.C 3.E.V 3.6.T 3._._ 3.L.C 3.A.V 3.N.c 3.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tə⁰/²+ˀlaŋ⁵⁵	0	5072 5071	1941	1092	t ə ⁰/² + ˀl a ŋ ⁵⁵	i n t + i n c t	5072 5071	1994	_short SHORT	2942	280
