ID	LEXIBANK_ID	SUBGROUP	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	COGID	TONE_CLASS	TONE_VALUE	RATLIFF_LANGUAGE	RATLIFF_TOKENS	RATLIFF_INDEX	RATLIFF_COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	STRICTID	LOOSEID
481	NorthernQiandong-28_stone-1	Hmongic	STONE	stone	石头	NorthernQiandong	Qiandong, North	nort2747	ɣ i ³³	857	443	阴平.*阴平	³³	NorthernQiandongMiao	ɣ i ¹	0	2146	3 7 8	AXT	GI4	7	7.G.C 7.I.V 7.4.T	1.6 3.0 1.0	ɣi³³	0	3688	1120	613
482	WesternBaheng-28_stone-1	Hmongic	STONE	stone	石头	WesternBaheng	Baheng, West	pahn1237	q a ⁰/³ + j o ³⁵	857	443	轻声 阴平	⁰/³ ³⁵	PaHng	j o ¹	1	2152	1 7 8 9 6 7 8	AXT_AXT	KA6_JU2	9	9.K.C 9.A.V 9.6.T 9._._ 9.J.C 9.U.V 9.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qa⁰/³+jo³⁵	0	3690 3688	1119	613
483	EasternBaheng-28_stone-1	Hmongic	STONE	stone	石头	EasternBaheng	Baheng, East	pahn1237	l a ⁰/³ + ʑ o ³⁵	857	443	轻声 阴平.*阴去.*阴入.*阳入	⁰/³ ³⁵	PaHng	j o ¹	0	2152	5 7 8 9 3 7 8	AXT_AXT	LA6_SU2	2	2.L.C 2.A.V 2.6.T 2._._ 2.S.C 2.U.V 2.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	la⁰/³+ʑo³⁵	0	3689 3688	1122	613
484	Jiongnai-28_stone-1	Hmongic	STONE	stone	石头	Jiongnai	Jiongnai	jion1236	ⁿk j a ⁴⁴	857	443	阴平.*阴平	⁴⁴	JiongnaiBunu	ⁿk j a ¹	0	2151	1 6 7 8	ACXT	KJA5	4	4.K.C 4.J.C 4.A.V 4.5.T	1.6 1.2 3.0 1.0	ⁿkja⁴⁴	0	3688	1120	613
485	Mien-28_stone-1	Mienic	STONE	stone	石头	Mien	Mien	iumi1238	l ə ³¹ + p ei ⁵³	857	443	阳平 阴上	³¹ ⁵³	luMien	g au ¹	0	2153	5 7 8 9 1 7 8	AXT_AXT	LE3_PE3	6	6.L.C 6.E.V 6.3.T 6._._ 6.P.C 6.E.V 6.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	lə³¹+pei⁵³	0	3689 3691	1123	613
486	KimMun-28_stone-1	Mienic	STONE	stone	石头	KimMun	Kim Mun	kimm1245	g j au ³⁵	857	443	阴平.阳平.阴入.阳入	³⁵	KimMun	g j au ¹	0	2154	1 6 7 8	ACXT	KJA2	5	5.K.C 5.J.C 5.A.V 5.2.T	1.6 1.2 3.0 1.0	gjau³⁵	0	3688	1120	613
487	BiaoMin-28_stone-1	Mienic	STONE	stone	石头	BiaoMin	Biao Min	biao1254	l au ³³	857	443	阴平.*阴平	³³	BiaoMon	l au ¹	0	2155	5 7 8	AXT	LA4	1	1.L.C 1.A.V 1.4.T	1.6 3.0 1.0	lau³³	0	3688	1120	613
488	ZaoMin-28_stone-1	Mienic	STONE	stone	石头	ZaoMin	Zao Min	dzao1238	ʑ u ⁴⁴	857	443	阴平.阳上.阴入.*阴平	⁴⁴	DzaoMin	dz u ¹	0	2156	3 7 8	AXT	SY5	13	13.S.C 13.Y.V 13.5.T	1.6 3.0 1.0	ʑu⁴⁴	0	3688	1120	613
2355	Mien-370_stoolbench-1	Mienic	STOOL	stool (bench)	凳子	Mien	Mien	iumi1238	t a ŋ ²⁴	2058	217	阴去	²⁴	luMien	t a ŋ ⁵¹	0	1147	1 7 4 8	AXLT	TAN2	6	6.T.C 6.A.V 6.N.c 6.2.T	1.6 3.0 1.1 1.0	taŋ²⁴	0	3707	1124	614
2356	KimMun-370_stoolbench-1	Mienic	STOOL	stool (bench)	凳子	KimMun	Kim Mun	kimm1245	tʃ a m ⁵¹	2058	217	阴上.阳上.*阴上.*阳上	⁵¹	KimMun	t a ŋ ⁵	0	1148	1 7 4 8	AXLT	TAM3	5	5.T.C 5.A.V 5.M.c 5.3.T	1.6 3.0 1.1 1.0	tʃam⁵¹	0	3707	1124	614
2357	BiaoMin-370_stoolbench-1	Mienic	STOOL	stool (bench)	凳子	BiaoMin	Biao Min	biao1254	t a ŋ ²⁴	2058	217	阴去.*阴去.*阳去	²⁴	BiaoMon	t a ŋ ⁵	0	1149	1 7 4 8	AXLT	TAN2	1	1.T.C 1.A.V 1.N.c 1.2.T	1.6 3.0 1.1 1.0	taŋ²⁴	1	3707	1124	614
2358	ZaoMin-370_stoolbench-1	Mienic	STOOL	stool (bench)	凳子	ZaoMin	Zao Min	dzao1238	d a ŋ ²⁴	2058	217	阴上.*阳平	²⁴	DzaoMin	d a ŋ ⁵	0	1150	1 7 4 8	AXLT	TAN2	13	13.T.C 13.A.V 13.N.c 13.2.T	1.6 3.0 1.1 1.0	daŋ²⁴	0	3707	1124	614
128	WhiteHmong-549_thestove-1	Hmongic	STOVE	the stove		WhiteHmong	White Hmong	hmon1333	qʰ o ³⁴ + ts o ¹¹	859	480	阴上 阴平.阴上.阳上.阴入	³⁴ ¹¹	HmongDaw	ts ɔ ⁷/³	1	2365	1 7 8 9 2 7 8	AXT_AXT	KU2_CU1	12	12.K.C 12.U.V 12.2.T 12._._ 12.C.C 12.U.V 12.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qʰo³⁴+tso¹¹	0	3715 3713	1125	615
2373	SouthernGuizhouChuanqiandian-377_stove-1	Hmongic	STOVE	stove	灶	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	h o ŋ ²³² + s o ³⁵	859	480	阴上 阴去	²³² ³⁵	CentralMashanHmong	s o ⁵ᵇ/⁵	1	2366	3 7 4 8 9 3 7 8	AXLT_AXT	HUN6_SU2	8	8.H.C 8.U.V 8.N.c 8.6.T 8._._ 8.S.C 8.U.V 8.2.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	hoŋ²³²+so³⁵	0	3715 3713	1125	615
2375	NorthernQiandong-377_stove-1	Hmongic	STOVE	stove	灶	NorthernQiandong	Qiandong, North	nort2747	q a ³³ + s o ⁴⁴	859	480	阴平.*阴平 阴去	³³ ⁴⁴	NorthernQiandongMiao	s o ⁵	1	2364	1 7 8 9 3 7 8	AXT_AXT	KA4_SU5	7	7.K.C 7.A.V 7.4.T 7._._ 7.S.C 7.U.V 7.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qa³³+so⁴⁴	0	3716 3713	1126	615
2376	WesternBaheng-377_stove-1	Hmongic	STOVE	stove	灶	WesternBaheng	Baheng, West	pahn1237	l u ³³ + s ɔ ⁵⁵	859	480	阳平 阴去	³³ ⁵⁵	PaHng	tɕ ɔ ¹	1	2368	5 7 8 9 3 7 8	AXT_AXT	LY4_SU5	9	9.L.C 9.Y.V 9.4.T 9._._ 9.S.C 9.U.V 9.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	lu³³+sɔ⁵⁵	0	3717 3713	1127	615
2377	EasternBaheng-377_stove-1	Hmongic	STOVE	stove	灶	EasternBaheng	Baheng, East	pahn1237	l a ⁰/³ + ts au ⁵⁵	859	480	轻声 阴去.*阴平	⁰/³ ⁵⁵	PaHng	tɕ ɔ ¹	1	2368	5 7 8 9 2 7 8	AXT_AXT	LA6_CA5	2	2.L.C 2.A.V 2.6.T 2._._ 2.C.C 2.A.V 2.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	la⁰/³+tsau⁵⁵	0	3712 3713	1128	615
2378	Jiongnai-377_stove-1	Hmongic	STOVE	stove	灶	Jiongnai	Jiongnai	jion1236	tʃ au ⁵³ + kʰ u ŋ ⁵³	859	480	阴上.*阴上.*阳上 阴上.*阴上.*阳上	⁵³ ⁵³	JiongnaiBunu	ts u ⁷/³	0	2367	1 7 8 9 1 7 4 8	AXT_AXLT	TA3_KYN3	4	4.T.C 4.A.V 4.3.T 4._._ 4.K.C 4.Y.V 4.N.c 4.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tʃau⁵³+kʰuŋ⁵³	0	3714 3715	1129	615
2379	Mien-377_stove-1	Mienic	STOVE	stove	灶	Mien	Mien	iumi1238	dz u ²⁴	859	480	阴去	²⁴	luMien	d o ⁵¹	0	2369	2 7 8	AXT	CY2	6	6.C.C 6.Y.V 6.2.T	1.6 3.0 1.0	dzu²⁴	0	3713	1130	615
2380	KimMun-377_stove-1	Mienic	STOVE	stove	灶	KimMun	Kim Mun	kimm1245	k a ⁰/² + d o ³³	859	480	轻声 阴平.阳平.*阴平	⁰/² ³³	KimMun	d u ⁵	1	2370	1 7 8 9 1 7 8	AXT_AXT	KA6_TU4	5	5.K.C 5.A.V 5.6.T 5._._ 5.T.C 5.U.V 5.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ka⁰/²+do³³	0	3716 3714	1131	615
2381	ZaoMin-377_stove-1	Mienic	STOVE	stove	灶	ZaoMin	Zao Min	dzao1238	t o ⁴²	859	480	阴去.*阴上.*阳上	⁴²	DzaoMin	t ɔu ⁵	0	2372	1 7 8	AXT	TU3	13	13.T.C 13.U.V 13.3.T	1.6 3.0 1.0	to⁴²	0	3714	1132	615
215	WhiteHmong-897_straight-1	Hmongic	STRAIGHT	straight		WhiteHmong	White Hmong	hmon1333	ⁿtɕ a ⁵³	1404	604	阳平	⁵³	HmongDaw	ⁿc a ¹	0	2959	2 7 8	AXT	CA3	12	12.C.C 12.A.V 12.3.T	1.6 3.0 1.0	ⁿtɕa⁵³	0	3730	1133	616
3075	EasternLuobuohe-550_straight-1	Hmongic	STRAIGHT	straight	直	EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + ⁿdʑ a ŋ ³¹	1404	604	轻声 阴平.阳平.*阳平	⁰/² ³¹	Luopohe	ˀtɕ a ŋ ᴬ/¹	1	2961	1 7 8 9 2 7 4 8	AXT_AXLT	TE6_CAN3	3	3.T.C 3.E.V 3.6.T 3._._ 3.C.C 3.A.V 3.N.c 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tə⁰/²+ⁿdʑaŋ³¹	0	3729 3730	1134	616
3076	WesternLuobuohe-550_straight-1	Hmongic	STRAIGHT	straight	直	WesternLuobuohe	Luobuohe, Western	luop1235	t ə ⁰/² + ⁿdʑ ɑ ŋ ³¹	1404	604	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	Luopohe	ˀtɕ a ŋ ᴬ/¹	1	2961	1 7 8 9 2 7 4 8	AXT_AXLT	TE6_CAN3	10	10.T.C 10.E.V 10.6.T 10._._ 10.C.C 10.A.V 10.N.c 10.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tə⁰/²+ⁿdʑɑŋ³¹	0	3729 3730	1134	616
3077	SouthernGuizhouChuanqiandian-550_straight-1	Hmongic	STRAIGHT	straight	直	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿtɕ ɔ ⁵³	1404	604	阳平	⁵³	CentralMashanHmong	ⁿtɕ a ŋ ¹ᵃ/¹	0	2960	2 7 8	AXT	CU3	8	8.C.C 8.U.V 8.3.T	1.6 3.0 1.0	ⁿtɕɔ⁵³	0	3730	1133	616
3082	Jiongnai-550_straight-1	Hmongic	STRAIGHT	straight	直	Jiongnai	Jiongnai	jion1236	ⁿt j u ⁴⁴	1404	604	阴平.*阴平	⁴⁴	JiongnaiBunu	ⁿʈ j eu ¹	0	2962	1 6 7 8	ACXT	TJY5	4	4.T.C 4.J.C 4.Y.V 4.5.T	1.6 1.2 3.0 1.0	ⁿtju⁴⁴	0	3730	1133	616
2129	Mien-305_strawsandal-1	Mienic	STRAW SANDAL	straw sandal	草鞋	Mien	Mien	iumi1238	s u ⁵⁵	2047	324	阴入	⁵⁵	luMien	ɕ u ⁷/³	0	1677	3 7 8	AXT	SY5	6	6.S.C 6.Y.V 6.5.T	1.6 3.0 1.0	su⁵⁵	1	3737	1135	617
2130	KimMun-305_strawsandal-1	Mienic	STRAW SANDAL	straw sandal	草鞋	KimMun	Kim Mun	kimm1245	ŋ w a ⁵¹ + t u ¹¹	2047	324	阴上.阳上.*阴上.*阳上 阴平.阳平.阴入.阳入	⁵¹ ¹¹	KimMun	tθ u ⁷'/³	1	1678	4 6 7 8 9 1 7 8	ACXT_AXT	NWA3_TY1	5	5.N.C 5.W.C 5.A.V 5.3.T 5._._ 5.T.C 5.Y.V 5.1.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	ŋwa⁵¹+tu¹¹	0	3738 3737	1136	617
2131	BiaoMin-305_strawsandal-1	Mienic	STRAW SANDAL	straw sandal	草鞋	BiaoMin	Biao Min	biao1254	t j u ⁵³	2047	324	阴入.*阴上.*阳上	⁵³	BiaoMon	ȶ u ⁷/³	0	1679	1 6 7 8	ACXT	TJY3	1	1.T.C 1.J.C 1.Y.V 1.3.T	1.6 1.2 3.0 1.0	tju⁵³	0	3737	1135	617
620	EasternLuobuohe-61_physicalstrength-1	Hmongic	STRENGTH	physical strength	力气	EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + j u ²⁴	202	471	轻声 阴去.阳去.*阴去.*阳去	⁰/² ²⁴	Luopohe	wj/ɥ u ᶜ/³	1	2333	1 7 8 9 6 7 8	AXT_AXT	TE6_JY2	3	3.T.C 3.E.V 3.6.T 3._._ 3.J.C 3.Y.V 3.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tə⁰/²+ju²⁴	0	3744 3743	1137	619
621	WesternLuobuohe-61_physicalstrength-1	Hmongic	STRENGTH	physical strength	力气	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + j y ³⁵	202	471	轻声 阴去.阳去.*阴去.*阳去	⁰/² ³⁵	Luopohe	wj/ɥ u ᶜ/³	1	2333	1 7 8 9 6 7 8	AXT_AXT	HE6_JY2	10	10.H.C 10.E.V 10.6.T 10._._ 10.J.C 10.Y.V 10.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔə⁰/²+jy³⁵	0	3746 3743	1138	619
622	SouthernGuizhouChuanqiandian-61_physicalstrength-1	Hmongic	STRENGTH	physical strength	力气	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ʐ u ¹³	202	471	阳去.阴入.*阴去.*阳去	¹³	CentralMashanHmong	ʐ u ⁶/¹³	0	2332	3 7 8	AXT	SY2	8	8.S.C 8.Y.V 8.2.T	1.6 3.0 1.0	ʐu¹³	0	3743	1139	619
623	WesternXiangxi-61_physicalstrength-1	Hmongic	STRENGTH	physical strength	力气	WesternXiangxi	Xiangxi, West	west2430	ʐ o ⁴²	202	471	0	⁴²	WesternXiangxiMiao	ʐ o ⁶/¹³	0	2330	3 7 8	AXT	SU3	11	11.S.C 11.U.V 11.3.T	1.6 3.0 1.0	ʐo⁴²	0	3743	1139	619
624	NorthernQiandong-61_physicalstrength-1	Hmongic	STRENGTH	physical strength	力气	NorthernQiandong	Qiandong, North	nort2747	ɣ ə ¹³	202	471	阴入.*阴去.*阳去	¹³	NorthernQiandongMiao	ɣ ə ⁶/¹³	0	2329	3 7 8	AXT	GE2	7	7.G.C 7.E.V 7.2.T	1.6 3.0 1.0	ɣə¹³	0	3743	1139	619
625	WesternBaheng-61_physicalstrength-1	Hmongic	STRENGTH	physical strength	力气	WesternBaheng	Baheng, West	pahn1237	j a ⁴⁴	202	471	阳去	⁴⁴	PaHng	j a ⁶/¹³	0	2335	6 7 8	AXT	JA5	9	9.J.C 9.A.V 9.5.T	1.6 3.0 1.0	ja⁴⁴	0	3743	1139	619
626	EasternBaheng-61_physicalstrength-1	Hmongic	STRENGTH	physical strength	力气	EasternBaheng	Baheng, East	pahn1237	ʑ a ³¹	202	471	阳去.阳入	³¹	PaHng	j a ⁶/¹³	0	2335	3 7 8	AXT	SA3	2	2.S.C 2.A.V 2.3.T	1.6 3.0 1.0	ʑa³¹	0	3743	1139	619
627	Jiongnai-61_physicalstrength-1	Hmongic	STRENGTH	physical strength	力气	Jiongnai	Jiongnai	jion1236	ʃ ei ⁵⁵ + ⁿk j əu ¹¹	202	471	阴入 阳去	⁵⁵ ¹¹	JiongnaiBunu	ⁿk j eu ⁶/¹³	1	2334	3 7 8 9 1 6 7 8	AXT_ACXT	SE5_KJE1	4	4.S.C 4.E.V 4.5.T 4._._ 4.K.C 4.J.C 4.E.V 4.1.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	ʃei⁵⁵+ⁿkjəu¹¹	0	3745 3743	1140	619
628	Mien-61_physicalstrength-1	Mienic	STRENGTH	physical strength	力气	Mien	Mien	iumi1238	kʰ a ⁵⁵	202	739	阴入	⁵⁵	luMien	kʰ a ⁷/³	0	3558	1 7 8	AXT	KA5	6	6.K.C 6.A.V 6.5.T	1.6 3.0 1.0	kʰa⁵⁵	0	3742	1141	618
630	BiaoMin-61_physicalstrength-1	Mienic	STRENGTH	physical strength	力气	BiaoMin	Biao Min	biao1254	kʰ l a ⁵³	202	471	阴入.*阴上.*阳上	⁵³	BiaoMon	kʰ l a ⁷/³	0	2336	1 5 7 8	ACXT	KLA3	1	1.K.C 1.L.C 1.A.V 1.3.T	1.6 1.2 3.0 1.0	kʰla⁵³	0	3742	1141	618
631	ZaoMin-61_physicalstrength-1	Mienic	STRENGTH	physical strength	力气	ZaoMin	Zao Min	dzao1238	ʑ a ²²	202	471	阳去.阳入	²²	DzaoMin	dz j a ⁶/¹³	0	2337	3 7 8	AXT	SA1	13	13.S.C 13.A.V 13.1.T	1.6 3.0 1.0	ʑa²²	0	3743	1139	619
3231	EasternLuobuohe-571_heavyintaste-1	Hmongic	STRONG (OF DRINK)	heavy (in taste)	浓	EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + ⁿg u ŋ ²⁴	2718	717	轻声 阴去.阳去.*阴去.*阳去	⁰/² ²⁴	Luopohe	ⁿk o ŋ ᶜ/³	1	3454	1 7 8 9 1 7 4 8	AXT_AXLT	TE6_KYN2	3	3.T.C 3.E.V 3.6.T 3._._ 3.K.C 3.Y.V 3.N.c 3.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tə⁰/²+ⁿguŋ²⁴	0	3758 3759	1142	621
3232	WesternLuobuohe-571_heavyintaste-1	Hmongic	STRONG (OF DRINK)	heavy (in taste)	浓	WesternLuobuohe	Luobuohe, Western	luop1235	ⁿg o ŋ ³⁵	2718	717	阴去.阳去.*阴去.*阳去	³⁵	Luopohe	ⁿk o ŋ ᶜ/³	0	3454	1 7 4 8	AXLT	KUN2	10	10.K.C 10.U.V 10.N.c 10.2.T	1.6 3.0 1.1 1.0	ⁿgoŋ³⁵	0	3759	1143	621
3233	SouthernGuizhouChuanqiandian-571_heavyintaste-1	Hmongic	STRONG (OF DRINK)	heavy (in taste)	浓	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿk ə ŋ ¹³	2718	717	阳去.阴入.*阴去.*阳去	¹³	CentralMashanHmong	ⁿk ə ŋ ⁶/¹³	0	3453	1 7 4 8	AXLT	KEN2	8	8.K.C 8.E.V 8.N.c 8.2.T	1.6 3.0 1.1 1.0	ⁿkəŋ¹³	0	3759	1143	621
3235	NorthernQiandong-571_heavyintaste-1	Hmongic	STRONG (OF DRINK)	heavy (in taste)	浓	NorthernQiandong	Qiandong, North	nort2747	nʲ u ¹³	2718	717	阴入.*阴去.*阳去	¹³	NorthernQiandongMiao	ȵ u ⁶/¹³	0	3451	4 7 8	AXT	NY2	7	7.N.C 7.Y.V 7.2.T	1.6 3.0 1.0	nʲu¹³	0	3760	1144	622
3236	WesternBaheng-571_heavyintaste-1	Hmongic	STRONG (OF DRINK)	heavy (in taste)	浓	WesternBaheng	Baheng, West	pahn1237	tɕ o ŋ ¹¹	2718	717	阳上	¹¹	PaHng	ŋ a ⁸/²⁴	0	3455	2 7 4 8	AXLT	CUN1	9	9.C.C 9.U.V 9.N.c 9.1.T	1.6 3.0 1.1 1.0	tɕoŋ¹¹	0	3761	1145	623
3237	EasternBaheng-571_heavyintaste-1	Hmongic	STRONG (OF DRINK)	heavy (in taste)	浓	EasternBaheng	Baheng, East	pahn1237	ⁿkʰ a ³¹	2718	717	阳去.阳入	³¹	PaHng	ŋ a ⁸/²⁴	0	3455	1 7 8	AXT	KA3	2	2.K.C 2.A.V 2.3.T	1.6 3.0 1.0	ⁿkʰa³¹	0	3757	1146	620
163	WhiteHmong-673_tosweep-1	Hmongic	SWEEP	to sweep		WhiteHmong	White Hmong	hmon1333	tɕʰ e ⁵⁵	230	576	阴平	⁵⁵	HmongDaw	cʰ e ¹	0	2830	2 7 8	AXT	CE5	12	12.C.C 12.E.V 12.5.T	1.6 3.0 1.0	tɕʰe⁵⁵	0	3765	1147	624
4490	EasternLuobuohe-790_sweep-1	Hmongic	SWEEP	sweep	扫	EasternLuobuohe	Luobuohe, Eastern	luop1235	tɕʰ i ³¹	230	576	阴平.阳平.*阳平	³¹	Luopohe	tɕʰ i ᴬ/¹	0	2832	2 7 8	AXT	CI3	3	3.C.C 3.I.V 3.3.T	1.6 3.0 1.0	tɕʰi³¹	0	3765	1147	624
4491	WesternLuobuohe-790_sweep-1	Hmongic	SWEEP	sweep	扫	WesternLuobuohe	Luobuohe, Western	luop1235	tɕʰ i ³¹	230	576	阴平.阳平.阴入.阳入.*阳平	³¹	Luopohe	tɕʰ i ᴬ/¹	0	2832	2 7 8	AXT	CI3	10	10.C.C 10.I.V 10.3.T	1.6 3.0 1.0	tɕʰi³¹	0	3765	1147	624
4492	SouthernGuizhouChuanqiandian-790_sweep-1	Hmongic	SWEEP	sweep	扫	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	tɕ æ ²²	230	576	阴平	²²	CentralMashanHmong	tɕ æ ¹ᵇ/¹	0	2831	2 7 8	AXT	CE1	8	8.C.C 8.E.V 8.1.T	1.6 3.0 1.0	tɕæ²²	0	3765	1147	624
4494	NorthernQiandong-790_sweep-1	Hmongic	SWEEP	sweep	扫	NorthernQiandong	Qiandong, North	nort2747	tɕʰ i ³³	230	576	阴平.*阴平	³³	NorthernQiandongMiao	tɕʰ i ¹	0	2829	2 7 8	AXT	CI4	7	7.C.C 7.I.V 7.4.T	1.6 3.0 1.0	tɕʰi³³	0	3765	1147	624
4498	Mien-790_sweep-1	Mienic	SWEEP	sweep	扫	Mien	Mien	iumi1238	pʰ u t ⁵⁵	230	27	阴入	⁵⁵	luMien	pʰ u t ⁷/³	0	135	1 7 1 8	AXLT	PYT5	6	6.P.C 6.Y.V 6.T.c 6.5.T	1.6 3.0 1.1 1.0	pʰut⁵⁵	0	3767	1148	626
4499	KimMun-790_sweep-1	Mienic	SWEEP	sweep	扫	KimMun	Kim Mun	kimm1245	dʒ eu ⁵⁵	230	606	阴上.阳上.阴入.阳入	⁵⁵	KimMun	ɖ ɔu ⁵	0	2965	1 7 8	AXT	TE5	5	5.T.C 5.E.V 5.5.T	1.6 3.0 1.0	dʒeu⁵⁵	0	3766	1149	625
240	WhiteHmong-1009_sweet-1	Hmongic	SWEET	sweet		WhiteHmong	White Hmong	hmon1333	q a ⁵⁵	717	765	阴平	⁵⁵	HmongDaw	q a ¹	0	3703	1 7 8	AXT	KA5	12	12.K.C 12.A.V 12.5.T	1.6 3.0 1.0	qa⁵⁵	0	3773	1150	627
3473	EasternLuobuohe-609_sweet-1	Hmongic	SWEET	sweet	甜	EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + q o ³¹ + ˀj ɛ ³¹	717	765	轻声 阴平.阳平.*阳平 阴平.阳平.*阳平	⁰/² ³¹ ³¹	Luopohe	q e n ᴬ/¹	1	3705	1 7 8 9 1 7 8 9 6 7 8	AXT_AXT_AXT	TE6_KU3_JE3	3	3.T.C 3.E.V 3.6.T 3._._ 3.K.C 3.U.V 3.3.T 3._._ 3.J.C 3.E.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	tə⁰/²+qo³¹+ˀjɛ³¹	0	3774 3773 3775	1151	627
3475	WesternLuobuohe-609_sweet-2	Hmongic	SWEET	sweet	甜	WesternLuobuohe	Luobuohe, Western	luop1235	q e n ³¹	717	765	阴平.阳平.阴入.阳入.*阳平	³¹	Luopohe	q e n ᴬ/¹	0	3705	1 7 4 8	AXLT	KEN3	10	10.K.C 10.E.V 10.N.c 10.3.T	1.6 3.0 1.1 1.0	qen³¹	0	3773	1150	627
3476	SouthernGuizhouChuanqiandian-609_sweet-1	Hmongic	SWEET	sweet	甜	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	h u/w a ³² + ʐ ɪ ³²	717	765	阴平 阴平	³² ³²	CentralMashanHmong	h u/w a ¹ᵃ/¹	0	3704	3 6 7 8 9 3 7 8	ACXT_AXT	HWA3_SI3	8	8.H.C 8.W.C 8.A.V 8.3.T 8._._ 8.S.C 8.I.V 8.3.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	hu/wa³²+ʐɪ³²	0	3777 3778	1152	628
3478	NorthernQiandong-609_sweet-1	Hmongic	SWEET	sweet	甜	NorthernQiandong	Qiandong, North	nort2747	q a ŋ ³³ + z a ŋ ⁵⁵	717	765	阴平.*阴平 0	³³ ⁵⁵	NorthernQiandongMiao	q a ŋ ¹	0	3702	1 7 4 8 9 3 7 4 8	AXLT_AXLT	KAN4_SAN5	7	7.K.C 7.A.V 7.N.c 7.4.T 7._._ 7.S.C 7.A.V 7.N.c 7.5.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	qaŋ³³+zaŋ⁵⁵	0	3773 3776	1153	627
3479	WesternBaheng-609_sweet-1	Hmongic	SWEET	sweet	甜	WesternBaheng	Baheng, West	pahn1237	q ai ³⁵	717	765	阴平	³⁵	PaHng	k ɛ ¹	0	3707	1 7 8	AXT	KA2	9	9.K.C 9.A.V 9.2.T	1.6 3.0 1.0	qai³⁵	1	3773	1150	627
3480	EasternBaheng-609_sweet-1	Hmongic	SWEET	sweet	甜	EasternBaheng	Baheng, East	pahn1237	q ei ³⁵	717	765	阴平.*阴去.*阴入.*阳入	³⁵	PaHng	k ɛ ¹	0	3707	1 7 8	AXT	KE2	2	2.K.C 2.E.V 2.2.T	1.6 3.0 1.0	qei³⁵	1	3773	1150	627
3481	Jiongnai-609_sweet-1	Hmongic	SWEET	sweet	甜	Jiongnai	Jiongnai	jion1236	k e n ⁴⁴	717	765	阴平.*阴平	⁴⁴	JiongnaiBunu	k e n ¹	0	3706	1 7 4 8	AXLT	KEN5	4	4.K.C 4.E.V 4.N.c 4.5.T	1.6 3.0 1.1 1.0	ken⁴⁴	0	3773	1150	627
3482	Mien-609_sweet-1	Mienic	SWEET	sweet	甜	Mien	Mien	iumi1238	k aː m ³³	717	765	阴平	³³	luMien	k aː m ¹	0	3708	1 7 4 8	AXLT	KAM4	6	6.K.C 6.A.V 6.M.c 6.4.T	1.6 3.0 1.1 1.0	kaːm³³	0	3773	1150	627
3483	KimMun-609_sweet-1	Mienic	SWEET	sweet	甜	KimMun	Kim Mun	kimm1245	k aː m ³⁵	717	765	阴平.阳平.阴入.阳入	³⁵	KimMun	k aː m ¹	0	3709	1 7 4 8	AXLT	KAM2	5	5.K.C 5.A.V 5.M.c 5.2.T	1.6 3.0 1.1 1.0	kaːm³⁵	0	3773	1150	627
