ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	MORPHEMES	COGID	COGIDS	RATLIFF_COGID	RATLIFF_TOKENS	TONE_CLASS	TONE_VALUE	CROSSIDS	NOTE
2861	EasternBaheng	THAT	that			m */ə m̩/m ⁵⁵	THAT	0	5927			阴去.*阴平	⁵⁵	5927	!remove!
2862	EasternBaheng	THAT	that			w o ⁵⁵	THAT	104	5929			阴去.*阴平	⁵⁵	5929	
2863	Jiongnai	THAT	that			m i ⁴⁴	THAT	0	5928			阴平.*阴平	⁴⁴	5928	!remove!
2864	Jiongnai	THAT	that			w ei ³³	THAT	104	5929			阳平	³³	5929	
2865	Mien	THAT	that			n aːi ²¹	THAT	0	5930	0		阳去	²¹	5930	!remove!
2866	Mien	THAT	that			w o ⁵³	THAT	104	5929	104	w a ³	阴上	⁵³	5929	
2867	KimMun	THAT	that			v a ⁵¹	THAT	104	5929	104	v a ³	阴上.阳上.*阴上.*阳上	⁵¹	5929	
2868	BiaoMin	THAT	that			ʔ u/w ə ³⁵	THAT	104	5926	104	w ə ³	阴上	³⁵	5926	
2869	ZaoMin	THAT	that			t i ²⁴	THAT	104	5932	104	v ɛi ³	阴上.*阳平	²⁴	5932	
294	WhiteHmong	TEA	the tea			tʃʰ u/w a ⁵³ + j e ⁵³	TEA _tea	598	5860 5862			阳平 阳平	⁵³ ⁵³	5860 5862	
2026	EasternLuobuohe	TEA	tea			ʔ a ⁰/² + ʑ i ⁵⁵	_tea TEA	708	5861 5860	708	ʑ i ᴮ/²	轻声 阴上.阳上.*阴上.*阳上	⁰/² ⁵⁵	22 5860	
2027	WesternLuobuohe	TEA	tea			ʔ ə ⁰/² + ʑ i ⁵⁵	_tea TEA	708	5861 5860	708	ʑ i ᴮ/²	轻声 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵	22 5860	
2028	SouthernGuizhouChuanqiandian	TEA	tea			tɕ i ¹¹	TEA	708	5860	708	tɕ i ⁴	阳上	¹¹	5860	
2029	WesternXiangxi	TEA	tea			c i ²²	TEA	708	5860	708	c i ⁴	0	²²	5860	
2030	NorthernQiandong	TEA	tea			tɕ i n ¹¹	TEA	708	5860	708	tɕ e n ⁴	阳上	¹¹	5860	
2031	WesternBaheng	TEA	tea			tɕ i ¹¹	TEA	708	5860	708	tɕ i ⁴	阳上	¹¹	5860	
2032	EasternBaheng	TEA	tea			tɕ i ¹¹	TEA	708	5860	708	tɕ i ⁴	阳上	¹¹	5860	
2033	Jiongnai	TEA	tea			tʃ i ³¹	TEA	708	5860	708	tʃ i ⁴	阳上.*阳平	³¹	5860	
2034	Mien	TEA	tea			ts a ³¹	TEA	598	5860	598	tɕ a ²	阳平	³¹	5860	
2035	KimMun	TEA	tea			tʃ a ³³	TEA	598	5860	598	ȶ a ²	阴平.阳平.*阴平	³³	5860	
2036	BiaoMin	TEA	tea			t j a ³¹	TEA	598	5860	598	ȶ a ²	阳平.*阳平	³¹	5860	
2037	ZaoMin	TEA	tea			t a ⁵³	TEA	598	5860	598	t a ²	阳平.*阴去.*阳去	⁵³	5860	
295	WhiteHmong	TENDON	the sinew or tendon			l e ŋ ³¹	TENDON	702	5912			阳平.阳上.阳去	³¹	5912	
977	EasternLuobuohe	TENDON	tendon			t ə ⁰/² + s y ⁵⁵	_tendon TENDON	361	5908 5907	361	s u ᴮ/²	轻声 阴上.阳上.*阴上.*阳上	⁰/² ⁵⁵	120 5907	
978	WesternLuobuohe	TENDON	tendon			t ə ⁰/² + s u ⁵⁵	_tendon TENDON	361	5908 5907	361	s u ᴮ/²	轻声 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵	120 5907	
979	SouthernGuizhouChuanqiandian	TENDON	tendon			tɕ a ŋ ⁵³ + s ɔ ²³²	_TENDON tendon	361	5905 5907	361	s ɔ ³ᵇ/³	阳平 阴上	⁵³ ²³²	5905 5907	
980	WesternXiangxi	TENDON	tendon			tɕ i ⁴⁴ + ɕ i ⁴⁴	_tendon TENDON	361	5909 5907	361	ɕ i ³	阴上.阴入.*阴平 阴上.阴入.*阴平	⁴⁴ ⁴⁴	5909 5907	
981	NorthernQiandong	TENDON	tendon			cʰ i ³⁵ + l j i ¹³	TENDON _tendon	361	5909 5910	361	ɕʰ u ³	阴上 阴入.*阴去.*阳去	³⁵ ¹³	5909 5910	
982	WesternBaheng	TENDON	tendon			q a ⁰/³ + s i ³¹	_tendon TENDON	361	5911 5907	361	s i ³	轻声 阴上	⁰/³ ³¹	5911 5907	
983	EasternBaheng	TENDON	tendon			h eu ³⁵ + ɕ i ³¹³	_tendon TENDON	361	5906 5907	361	s i ³	阴平.*阴去.*阴入.*阳入 阴上.*阴上	³⁵ ³¹³	5906 5907	
984	Jiongnai	TENDON	tendon			tʃ i n ⁴⁴	TENDON	702	5905			阴平.*阴平	⁴⁴	5905	
985	Mien	TENDON	tendon			tɕ aː n ³³	TENDON	702	5905	702	tɕ w a n ¹	阴平	³³	5905	
986	KimMun	TENDON	tendon			ʃ aː n ³⁵	TENDON	702	5905	702	s aː n ¹	阴平.阳平.阴入.阳入	³⁵	5905	
987	BiaoMin	TENDON	tendon			t j ɔ n ³³	TENDON	702	5905	702	ȶ w a n ¹	阴平.*阴平	³³	5905	
988	ZaoMin	TENDON	tendon			ts a n ⁴⁴	TENDON	702	5905	702	ts a n ¹	阴平.阳上.阴入.*阴平	⁴⁴	5905	
296	WhiteHmong	BELLY	the belly			p l a ⁵⁵	BELLY	578	417	578	cʰ au ¹	阴平	⁵⁵	417	
904	EasternLuobuohe	BELLY	belly			ʔ a ⁰/² + tɕʰ u ³¹	_belly BELLY	578	413 411	578	tɕʰ u ᴬ/¹	轻声 阴平.阳平.*阳平	⁰/² ³¹	413 411	
905	WesternLuobuohe	BELLY	belly			t ə ⁰/² + tɕʰ u ³¹	_belly BELLY	578	416 411	578	tɕʰ u ᴬ/¹	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	416 411	
906	SouthernGuizhouChuanqiandian	BELLY	belly			tɕ ɔ ²²	BELLY	578	411	578	tɕ ɔ ¹ᵇ/¹	阴平	²²	411	
907	WesternXiangxi	BELLY	belly			q o ³⁵ + tɕʰ i ³⁵	_belly BELLY	578	410 411	578	tɕʰ i ¹	阴平 阴平	³⁵ ³⁵	5087 411	
908	NorthernQiandong	BELLY	belly			q a ³³ + tɕʰ u ³³	_belly BELLY	578	410 411	578	tɕʰ u ¹	阴平.*阴平 阴平.*阴平	³³ ³³	5087 411	
909	WesternBaheng	BELLY	belly			ʔ a ⁰/³ + ŋ̊ */ə ŋ ³¹	_belly BELLY	578	413 412			轻声 阴上	⁰/³ ³¹	413 412	
910	EasternBaheng	BELLY	belly			ŋ̊ */ə ŋ ³¹³	BELLY	578	412			阴上.*阴上	³¹³	412	
911	Jiongnai	BELLY	belly			tʰ e ⁴⁴ + k a ⁵³	BELLY _belly	578	411 410	578	tʰ e ¹	阴平.*阴平 阴上.*阴上.*阳上	⁴⁴ ⁵³	411 5087	
912	Mien	BELLY	belly			k ə ³¹ + s j e ³³	_BELLY belly	578	410 415			阳平 阴平	³¹ ³³	5087 415	
913	KimMun	BELLY	belly			ȵ au ⁵¹	BELLY	578	414			阴上.阳上.*阴上.*阳上	⁵¹	414	
914	BiaoMin	BELLY	belly			k ai ³⁵ + t əu ³⁵	_belly BELLY	578	410 411			阴上 阴上	³⁵ ³⁵	5087 411	
915	ZaoMin	BELLY	belly			ŋ̊ */ə ŋ ²⁴	BELLY	578	412			阴上.*阳平	²⁴	412	
381	EasternLuobuohe	FROST	frost			ʔ a ⁰/² + t ai ²⁴	_frost FROST	211	2598 2597	211	t i ᶜ/³	轻声 阴去.阳去.*阴去.*阳去	⁰/² ²⁴	22 2597	
382	WesternLuobuohe	FROST	frost			ʔ ə ⁰/² + t i ³⁵	_frost FROST	211	2598 2597	211	t i ᶜ/³	轻声 阴去.阳去.*阴去.*阳去	⁰/² ³⁵	22 2597	
383	SouthernGuizhouChuanqiandian	FROST	frost			t æ ⁵⁵	FROST	211	2597	211	t æ ⁵ᵃ/⁵	阴去.*阴平	⁵⁵	2597	
384	WesternXiangxi	FROST	frost			t ɯ ⁵³	FROST	211	2597	211	t ɯ ⁵	*阴上.*阳上	⁵³	2597	
385	NorthernQiandong	FROST	frost			t a ⁴⁴	FROST	211	2597	211	t a ⁵	阴去	⁴⁴	2597	
386	WesternBaheng	FROST	frost			l j a ⁵⁵ + n o ŋ ⁵⁵	_FROST frost	211	2599 2600	211	n o ⁵	阴去 阴去	⁵⁵ ⁵⁵	2599 2600	
387	EasternBaheng	FROST	frost			ʔ a ŋ ³⁵ + t o ⁵⁵	_frost FROST	211	2596 2597	211	n o ⁵	阴平.*阴去.*阴入.*阳入 阴去.*阴平	³⁵ ⁵⁵	2596 2597	
388	Jiongnai	FROST	frost			ð a ³⁵	FROST	211	2597	211	ð a ⁵	阴去.*阴去.*阳去	³⁵	2597	
389	Mien	FROST	frost			s oː ŋ ³³	FROST	367	2596			阴平	³³	2596	
390	KimMun	FROST	frost			t oː ŋ ¹¹	FROST	367	2596			阴平.阳平.阴入.阳入	¹¹	2596	
391	BiaoMin	FROST	frost			s ɔ ³³	FROST	367	2596			阴平.*阴平	³³	2596	
392	ZaoMin	FROST	frost			s o ŋ ⁴⁴	FROST	367	2596			阴平.阳上.阴入.*阴平	⁴⁴	2596	
417	EasternLuobuohe	MOUNTAIN	mountain			q o ⁰/⁵ + ˀj u ŋ ⁵⁵	_MOUNTAIN mountain	35	3836 3837	35	v ei ᴮ/²	轻声 阴上.阳上.*阴上.*阳上	⁰/⁵ ⁵⁵	1278 3837	
418	WesternLuobuohe	MOUNTAIN	mountain			χ u ⁵⁵ + v i ⁵⁵	_mountain MOUNTAIN	35	3841 3839	35	v ei ᴮ/²	阴上.阳上.*阴平.*阴上.*阳上 阴上.阳上.*阴平.*阴上.*阳上	⁵⁵ ⁵⁵	3841 3839	
419	SouthernGuizhouChuanqiandian	MOUNTAIN	mountain			p e ¹¹	MOUNTAIN	35	3839	35	p e ⁴	阳上	¹¹	3839	
420	WesternXiangxi	MOUNTAIN	mountain			q o ³⁵ + ʐ ei ³¹	_MOUNTAIN mountain	368	3836 3842			阴平 阳平.*阳平	³⁵ ³¹	1278 3842	
421	NorthernQiandong	MOUNTAIN	mountain			p i ¹¹	MOUNTAIN	35	3839	35	p i ⁴	阳上	¹¹	3839	
422	WesternBaheng	MOUNTAIN	mountain			p u ¹¹ + j e ³³	MOUNTAIN _mountain	35	3839 3840			阳上 阳平	¹¹ ³³	3839 3840	
423	EasternBaheng	MOUNTAIN	mountain			l a ⁰/³ + ʑ u ŋ ¹¹	_MOUNTAIN mountain	368	3834 3835			轻声 阳上	⁰/³ ¹¹	3834 3835	
424	Jiongnai	MOUNTAIN	mountain			k j ɒ ŋ ³³	MOUNTAIN	368	3838			阳平	³³	3838	
425	Mien	MOUNTAIN	mountain			tɕ e m ³¹	MOUNTAIN	368	3838			阳平	³¹	3838	
426	KimMun	MOUNTAIN	mountain			k j e m ³³	MOUNTAIN	368	3838			阴平.阳平.*阴平	³³	3838	
427	BiaoMin	MOUNTAIN	mountain			d ə n ³¹	MOUNTAIN	368	3833			阳平.*阳平	³¹	3833	
428	ZaoMin	MOUNTAIN	mountain			b e ŋ ⁴²	MOUNTAIN	35	3843			阴去.*阴上.*阳上	⁴²	3843	
477	EasternLuobuohe	STONE	stone			ʔ a ⁰/² + ˀj i ³¹	_stone STONE	444	5601 5600	444	ʔ ɥ i ᴬ/¹	轻声 阴平.阳平.*阳平	⁰/² ³¹	22 5600	
478	WesternLuobuohe	STONE	stone			ʔ ə ⁰/² + ˀj e ³¹	_stone STONE	444	5601 5600	444	ʔ ɥ i ᴬ/¹	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	22 5600	
479	SouthernGuizhouChuanqiandian	STONE	stone			ʐ æ ³²	STONE	444	5600	444	ʐ æ ¹ᵃ/¹	阴平	³²	5600	
480	WesternXiangxi	STONE	stone			q o ³⁵ + ʐ ɯ ³⁵	_stone STONE	444	5602 5600	444	ʐ ɯ ¹	阴平 阴平	³⁵ ³⁵	563 5600	
481	NorthernQiandong	STONE	stone			ɣ i ³³	STONE	444	5600	444	ɣ i ¹	阴平.*阴平	³³	5600	
482	WesternBaheng	STONE	stone			q a ⁰/³ + j o ³⁵	_stone STONE	444	5602 5600	444	j o ¹	轻声 阴平	⁰/³ ³⁵	563 5600	
483	EasternBaheng	STONE	stone			l a ⁰/³ + ʑ o ³⁵	_stone STONE	444	5599 5600	444	j o ¹	轻声 阴平.*阴去.*阴入.*阳入	⁰/³ ³⁵	5599 5600	
484	Jiongnai	STONE	stone			ⁿk j a ⁴⁴	STONE	444	5602	444	ⁿk j a ¹	阴平.*阴平	⁴⁴	563	
485	Mien	STONE	stone			l ə ³¹ + p ei ⁵³	STONE _stone	444	5599 5603	444	g au ¹	阳平 阴上	³¹ ⁵³	5599 5603	
486	KimMun	STONE	stone			g j au ³⁵	STONE	444	5602	444	g j au ¹	阴平.阳平.阴入.阳入	³⁵	563	
487	BiaoMin	STONE	stone			l au ³³	STONE	444	5599	444	l au ¹	阴平.*阴平	³³	5599	
488	ZaoMin	STONE	stone			ʑ u ⁴⁴	STONE	444	5600	444	dz u ¹	阴平.阳上.阴入.*阴平	⁴⁴	5600	
584	EasternLuobuohe	CHILD	child			q o ⁰/⁵ + t a ŋ ³¹ + n a ³¹	_child CHILD _child	369	1006 1004 1005			轻声 阴平.阳平.*阳平 阴平.阳平.*阳平	⁰/⁵ ³¹ ³¹	1006 1004 2219	
585	WesternLuobuohe	CHILD	child			ʔ ə ⁰/² + t ɑ ŋ ³¹	_child CHILD	369	1013 1004			轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	1013 1004	
586	SouthernGuizhouChuanqiandian	CHILD	child			ⁿp a ⁴⁴ + ʑ u ⁵⁵	_CHILD child	701	1011 1012			阴入 阴去.*阴平	⁴⁴ ⁵⁵	1011 1012	
587	WesternXiangxi	CHILD	child			t e ³⁵ + t e ³⁵	CHILD _child	369	1004 1014			阴平 阴平	³⁵ ³⁵	1004 1014	
588	NorthernQiandong	CHILD	child			tɕ i ³³ + t ɛ ³³	_child CHILD	369	1010 1004			阴平.*阴平 阴平.*阴平	³³ ³³	1010 1004	
589	WesternBaheng	CHILD	child			t a ⁵⁵ + q a ¹¹	CHILD _child	369	1004 1009			阴去 阳上	⁵⁵ ¹¹	1004 1009	
590	EasternBaheng	CHILD	child			t a ŋ ³⁵ + ŋ e ³⁵	CHILD _child	369	1004 1005			阴平.*阴去.*阴入.*阳入 阴平.*阴去.*阴入.*阳入	³⁵ ³⁵	1004 2219	
591	Jiongnai	CHILD	child			n ei ⁴⁴	CHILD	701	1005			阴平.*阴平	⁴⁴	2219	
592	Mien	CHILD	child			k u ³¹ + ŋ a ²³¹	_child CHILD	701	1009 1005	701	tɕ w ei ³	阳平 阳上	³¹ ²³¹	1009 2219	
593	KimMun	CHILD	child			m u n ³³ + ʃ ei ⁵¹ + k j i n ³⁵	_child CHILD _child	701	1007 1003 1008	701	s ei ³	阴平.阳平.*阴平 阴上.阳上.*阴上.*阳上 阴平.阳平.阴入.阳入	³³ ⁵¹ ³⁵	1007 1003 1008	
594	BiaoMin	CHILD	child			ɕ əi ⁵³	CHILD	701	1003	701	h ɥ əi ⁷/³	阴入.*阴上.*阳上	⁵³	1003	
595	ZaoMin	CHILD	child			ʔ a ⁵³ + ʔ au ⁵³	_CHILD child	701	1003 1015			阳平.*阴去.*阳去 阳平.*阴去.*阳去	⁵³ ⁵³	1003 1015	
620	EasternLuobuohe	STRENGTH	physical strength			t ə ⁰/² + j u ²⁴	_strength STRENGTH	472	5702 5703	472	wj/ɥ u ᶜ/³	轻声 阴去.阳去.*阴去.*阳去	⁰/² ²⁴	5702 5703	
621	WesternLuobuohe	STRENGTH	physical strength			ʔ ə ⁰/² + j y ³⁵	_strength STRENGTH	472	5705 5703	472	wj/ɥ u ᶜ/³	轻声 阴去.阳去.*阴去.*阳去	⁰/² ³⁵	5705 5703	
622	SouthernGuizhouChuanqiandian	STRENGTH	physical strength			ʐ u ¹³	STRENGTH	472	5701	472	ʐ u ⁶/¹³	阳去.阴入.*阴去.*阳去	¹³	5701	
623	WesternXiangxi	STRENGTH	physical strength			ʐ o ⁴²	STRENGTH	472	5701	472	ʐ o ⁶/¹³	0	⁴²	5701	
624	NorthernQiandong	STRENGTH	physical strength			ɣ ə ¹³	STRENGTH	472	5701	472	ɣ ə ⁶/¹³	阴入.*阴去.*阳去	¹³	5701	
625	WesternBaheng	STRENGTH	physical strength			j a ⁴⁴	STRENGTH	472	5703	472	j a ⁶/¹³	阳去	⁴⁴	5703	
626	EasternBaheng	STRENGTH	physical strength			ʑ a ³¹	STRENGTH	472	5701	472	j a ⁶/¹³	阳去.阳入	³¹	5701	
627	Jiongnai	STRENGTH	physical strength			ʃ ei ⁵⁵ + ⁿk j əu ¹¹	_strength STRENGTH	472	5704 5700	472	ⁿk j eu ⁶/¹³	阴入 阳去	⁵⁵ ¹¹	5704 5700	
628	Mien	STRENGTH	physical strength			kʰ a ⁵⁵	STRENGTH	740	5700	740	kʰ a ⁷/³	阴入	⁵⁵	5700	
629	KimMun	STRENGTH	physical strength			kʰ j a ¹¹	STRENGTH	472	5700			阴平.阳平.阴入.阳入	¹¹	5700	
630	BiaoMin	STRENGTH	physical strength			kʰ l a ⁵³	STRENGTH	472	5700	472	kʰ l a ⁷/³	阴入.*阴上.*阳上	⁵³	5700	
631	ZaoMin	STRENGTH	physical strength			ʑ a ²²	STRENGTH	472	5701	472	dz j a ⁶/¹³	阳去.阳入	²²	5701	
674	EasternLuobuohe	DAUGHTER-IN-LAW	daughter-in-law			q o ⁰/⁵ + ˀȵ i n ³¹	_daughter-in-law DAUGHTER-IN-LAW	373	1595 1594			轻声 阴平.阳平.*阳平	⁰/⁵ ³¹	1595 1594	
675	WesternLuobuohe	DAUGHTER-IN-LAW	daughter-in-law			ʔ ə ⁰/² + ˀȵ i n ³¹	_daughter-in-law DAUGHTER-IN-LAW	373	1596 1594			轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	638 1594	
676	SouthernGuizhouChuanqiandian	DAUGHTER-IN-LAW	daughter-in-law			t o ŋ ³² + ȵ a ³²	_daughter-in-law DAUGHTER-IN-LAW	373	1593 1594			阴平 阴平	³² ³²	1593 1594	
677	WesternXiangxi	DAUGHTER-IN-LAW	daughter-in-law			ɳ e n ³¹	DAUGHTER-IN-LAW	373	1594			阳平.*阳平	³¹	1594	
678	NorthernQiandong	DAUGHTER-IN-LAW	daughter-in-law			nʲ a ŋ ³³	DAUGHTER-IN-LAW	373	1594			阴平.*阴平	³³	1594	
679	WesternBaheng	DAUGHTER-IN-LAW	daughter-in-law			ʔ a ⁰/³ + m a ³³	_DAUGHTER-IN-LAW daughter-in-law	373	1596 1597			轻声 阳平	⁰/³ ³³	638 1597	
680	EasternBaheng	DAUGHTER-IN-LAW	daughter-in-law			n */ə n̩/n ³⁵	DAUGHTER-IN-LAW	373	1594			阴平.*阴去.*阴入.*阳入	³⁵	1594	
681	Jiongnai	DAUGHTER-IN-LAW	daughter-in-law			ŋ j i ⁴⁴	DAUGHTER-IN-LAW	373	1594			阴平.*阴平	⁴⁴	1594	
682	Mien	DAUGHTER-IN-LAW	daughter-in-law			p oː ŋ ²³¹	DAUGHTER-IN-LAW	64	1593	64	b w ə ŋ ⁴	阳上	²³¹	1593	
683	KimMun	DAUGHTER-IN-LAW	daughter-in-law			b oː ŋ ³¹	DAUGHTER-IN-LAW	64	1593	64	b ɔ ŋ ⁴	阴上.阳上.阴去.阳去.*阳平	³¹	1593	
684	KimMun	DAUGHTER-IN-LAW	daughter-in-law			ȵ aː m ³⁵	DAUGHTER-IN-LAW	0	1594	0		阴平.阳平.阴入.阳入	³⁵	1594	!remove!
685	BiaoMin	DAUGHTER-IN-LAW	daughter-in-law			b ɔ ŋ ⁴²	DAUGHTER-IN-LAW	64	1593	64	b ɔ ŋ ⁴	阳上.阳去	⁴²	1593	
686	ZaoMin	DAUGHTER-IN-LAW	daughter-in-law			ȵ a m ⁴⁴	DAUGHTER-IN-LAW	373	1594			阴平.阳上.阴入.*阴平	⁴⁴	1594	
687	EasternLuobuohe	SON-IN-LAW	son-in-law			qʰ ei ²⁴ + ʔ u ⁵⁵	_son-in-law SON-IN-LAW	98	5372 5373	98	ˀw u ᴮ/²	阴去.阳去.*阴去.*阳去 阴上.阳上.*阴上.*阳上	²⁴ ⁵⁵	5372 5373	
688	WesternLuobuohe	SON-IN-LAW	son-in-law			ʔ ə ⁰/² + ʔ u ⁵⁵	_son-in-law SON-IN-LAW	98	5376 5373	98	ˀw u ᴮ/²	轻声 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵	5376 5373	
689	SouthernGuizhouChuanqiandian	SON-IN-LAW	son-in-law			t o ŋ ³² + w ɔ ⁴²	_son-in-law SON-IN-LAW	98	5375 5371	98	w ɔ ³ᵃ/³	阴平 阴上.*阴上.*阳上	³² ⁴²	5375 3231	
690	WesternXiangxi	SON-IN-LAW	son-in-law			ɕ e ³⁵	SON-IN-LAW	484	5369			阴平	³⁵	5369	
691	NorthernQiandong	SON-IN-LAW	son-in-law			tɕ i ³⁵	SON-IN-LAW	98	5374			阴上	³⁵	5374	
692	WesternBaheng	SON-IN-LAW	son-in-law			t a ŋ ³⁵ + w ei ³¹	_son-in-law SON-IN-LAW	98	5375 5371	98	v i ³	阴平 阴上	³⁵ ³¹	5375 3231	
693	EasternBaheng	SON-IN-LAW	son-in-law			l a ⁰/³ + v i ³¹³	_son-in-law SON-IN-LAW	98	5370 5371	98	v i ³	轻声 阴上.*阴上	⁰/³ ³¹³	5370 3231	
694	Jiongnai	SON-IN-LAW	son-in-law			w e ⁵³	SON-IN-LAW	98	5371	98	v e ³	阴上.*阴上.*阳上	⁵³	3231	
695	Mien	SON-IN-LAW	son-in-law			l aː ŋ ³¹	SON-IN-LAW	483	5370	98	v ei ³	阳平	³¹	5370	
696	KimMun	SON-IN-LAW	son-in-law			l a ŋ ³³	SON-IN-LAW	483	5370			阴平.阳平.*阴平	³³	5370	
697	BiaoMin	SON-IN-LAW	son-in-law			b j au ⁴² + s əi ²⁴	_son-in-law SON-IN-LAW	484	5368 5369			阳上.阳去 阴去.*阴去.*阳去	⁴² ²⁴	5368 5369	
698	ZaoMin	SON-IN-LAW	son-in-law			v e ²⁴	SON-IN-LAW	98	5371	98	v ɛi ³	阴上.*阳平	²⁴	3231	
735	EasternLuobuohe	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	maternal aunt (mother's brother's wife)			v u ³¹ + n ei ⁵⁵	_maternal MATERNAL	136	3654 3655			阴平.阳平.*阳平 阴上.阳上.*阴上.*阳上	³¹ ⁵⁵	3654 3655	
736	WesternLuobuohe	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	maternal aunt (mother's brother's wife)			ʔ ə ⁰/² + v u ³¹	_MATERNAL maternal	136	3653 3654			轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	413 3654	
737	SouthernGuizhouChuanqiandian	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	maternal aunt (mother's brother's wife)			ȵ e n ³³ + n o ŋ ¹¹	_MATERNAL maternal	136	3652 3655			0 阳上	³³ ¹¹	3652 3655	
738	WesternXiangxi	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	maternal aunt (mother's brother's wife)			c ɯ ³⁵ + ȵ ɑ ŋ ³¹	_maternal MATERNAL	136	3659 3652			阴平 阳平.*阳平	³⁵ ³¹	3659 3652	
739	NorthernQiandong	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	maternal aunt (mother's brother's wife)			t o ³⁵ + m u ¹³	_MATERNAL maternal	136	3657 3658			阴上 阴入.*阴去.*阳去	³⁵ ¹³	3657 3658	
740	WesternBaheng	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	maternal aunt (mother's brother's wife)			ʔ a ⁰/³ + n o ¹¹	_MATERNAL maternal	136	3653 3655			轻声 阳上	⁰/³ ¹¹	413 3655	
741	EasternBaheng	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	maternal aunt (mother's brother's wife)			n u ŋ ³¹ + ʔ o ³¹³	MATERNAL _maternal	136	3652 3653			阳去.阳入 阴上.*阴上	³¹ ³¹³	3652 413	
742	Jiongnai	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	maternal aunt (mother's brother's wife)			n o ³¹ + w a ⁵³	MATERNAL _maternal	136	3655 3656			阳上.*阳平 阴上.*阴上.*阳上	³¹ ⁵³	3655 3656	
743	Mien	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	maternal aunt (mother's brother's wife)			m j a ŋ ³¹	MATERNAL	136	3651	136	m w a ŋ ²	阳平	³¹	3651	
744	Mien	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	maternal aunt (mother's brother's wife)			ʔ au ⁵³	MATERNAL	0	3653	0		阴上	⁵³	413	!remove!
745	KimMun	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	maternal aunt (mother's brother's wife)			ŋ w a ŋ ³³	MATERNAL	136	3652	136	ŋ w a ŋ ²	阴平.阳平.*阴平	³³	3652	
746	BiaoMin	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	maternal aunt (mother's brother's wife)			m j a ŋ ³¹	MATERNAL	136	3651	136	m j a ŋ ²	阳平.*阳平	³¹	3651	
747	ZaoMin	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	maternal aunt (mother's brother's wife)			m j a ŋ ⁵³	MATERNAL	136	3651	136	m j a ŋ ²	阳平.*阴去.*阳去	⁵³	3651	
892	EasternLuobuohe	CARRY ON BACK	carry on back			t ə ⁰/² + tɕ i ⁵⁵	_CARRY carry	374	885 884			轻声 阴上.阳上.*阴上.*阳上	⁰/² ⁵⁵	885 884	
893	WesternLuobuohe	CARRY ON BACK	carry on back			ʔ ə ⁰/² + ⁿɖ o ⁵⁵ + ʁ o ³¹	_carry CARRY _carry	374	890 885 888			轻声 阴上.阳上.*阴平.*阴上.*阳上 阴平.阳平.阴入.阳入.*阳平	⁰/² ⁵⁵ ³¹	890 885 888	
894	SouthernGuizhouChuanqiandian	CARRY ON BACK	carry on back			ʈ a ŋ ³² + h u ²¹	carry _CARRY	374	886 888			阴平 阳入.*阳平	³² ²¹	886 888	
895	WesternXiangxi	CARRY ON BACK	carry on back			ʈ ei ⁵³ + ʈ u ³⁵	CARRY _carry	374	885 891			*阴上.*阳上 阴平	⁵³ ³⁵	885 891	
896	NorthernQiandong	CARRY ON BACK	carry on back			q a ³³ + k u ³¹	_carry CARRY	627	887 884			阴平.*阴平 阳入.*阳平	³³ ³¹	887 884	
897	WesternBaheng	CARRY ON BACK	carry on back			ʔ a ⁰/³ + l a ³¹	_CARRY carry	374	888 889			轻声 阴上	⁰/³ ³¹	888 889	
898	EasternBaheng	CARRY ON BACK	carry on back			qʰ eu ³¹	CARRY	627	884			阳去.阳入	³¹	884	
899	Jiongnai	CARRY ON BACK	carry on back			k o ¹²	CARRY	374	884			阳入	¹²	884	
900	Mien	CARRY ON BACK	carry on back			t i ³¹ + t aː n ²³¹	CARRY _carry	0	885 886	0		阳平 阳上	³¹ ²³¹	885 886	!remove!
901	KimMun	CARRY ON BACK	carry on back			k a ⁰/² + ˀt a n ³¹	_CARRY carry	0	884 886	0		轻声 阴上.阳上.阴去.阳去.*阳平	⁰/² ³¹	884 886	!remove!
